日時	CAD/JPY(始値, 買い)	CAD/JPY(高値, 買い)	CAD/JPY(安値, 買い)	CAD/JPY(終値, 買い)	CAD/JPY(始値, 売り)	CAD/JPY(高値, 売り)	CAD/JPY(安値, 売り)	CAD/JPY(終値, 売り)	
2012-07-17T21:00:00	77.972	78.012	77.895	78.012	77.946	77.977	77.854	77.913	
2012-07-17T20:00:00	77.899	77.991	77.889	77.972	77.886	77.965	77.864	77.946	
2012-07-17T19:00:00	77.808	77.899	77.786	77.899	77.781	77.886	77.761	77.886	
2012-07-17T18:00:00	77.921	77.931	77.796	77.808	77.895	77.904	77.771	77.781	
2012-07-17T17:00:00	77.923	77.970	77.853	77.921	77.900	77.943	77.826	77.895	
2012-07-17T16:00:00	77.883	77.965	77.778	77.923	77.855	77.938	77.754	77.900	
2012-07-17T15:00:00	77.832	77.889	77.819	77.883	77.806	77.862	77.790	77.855	
2012-07-17T14:00:00	77.869	77.898	77.798	77.832	77.842	77.869	77.770	77.806	
2012-07-17T13:00:00	77.882	77.895	77.854	77.869	77.851	77.870	77.825	77.842	
2012-07-17T12:00:00	77.857	77.897	77.854	77.882	77.830	77.869	77.826	77.851	
2012-07-17T11:00:00	77.863	77.911	77.846	77.857	77.834	77.885	77.817	77.830	
2012-07-17T10:00:00	77.782	77.979	77.763	77.863	77.753	77.949	77.734	77.834	
2012-07-17T09:00:00	77.644	77.782	77.644	77.782	77.649	77.753	77.649	77.753	
2012-07-17T08:00:00	77.616	77.680	77.615	77.644	77.621	77.685	77.620	77.649	
2012-07-17T07:00:00	77.678	77.696	77.583	77.616	77.683	77.701	77.588	77.621	
2012-07-17T06:00:00	77.658	77.699	77.547	77.678	77.663	77.704	77.552	77.683	
2012-07-17T05:00:00	77.686	77.706	77.642	77.658	77.691	77.711	77.647	77.663	
2012-07-17T04:00:00	77.651	77.721	77.637	77.686	77.656	77.726	77.642	77.691	
2012-07-17T03:00:00	77.630	77.711	77.611	77.651	77.635	77.716	77.616	77.656	
2012-07-17T02:00:00	77.612	77.642	77.584	77.630	77.617	77.647	77.589	77.635	
2012-07-17T01:00:00	77.569	77.618	77.529	77.612	77.574	77.623	77.534	77.617	
2012-07-17T00:00:00	77.495	77.623	77.491	77.569	77.500	77.628	77.496	77.574	
2012-07-16T23:00:00	77.451	77.525	77.412	77.495	77.456	77.530	77.417	77.500	
2012-07-16T22:00:00	77.829	77.713	77.428	77.451	77.802	77.718	77.433	77.456	
2012-07-16T21:00:00	77.836	77.851	77.807	77.829	77.815	77.827	77.782	77.802	
2012-07-16T20:00:00	77.828	77.876	77.809	77.836	77.805	77.852	77.783	77.815	
2012-07-16T19:00:00	77.813	77.885	77.799	77.828	77.790	77.860	77.774	77.805	
2012-07-16T18:00:00	77.926	77.973	77.755	77.813	77.899	77.947	77.729	77.790	
2012-07-16T17:00:00	77.904	77.989	77.886	77.926	77.879	77.963	77.859	77.899	
2012-07-16T16:00:00	77.871	77.930	77.781	77.904	77.846	77.904	77.753	77.879	
2012-07-16T15:00:00	77.999	78.008	77.827	77.871	77.972	77.983	77.799	77.846	
2012-07-16T14:00:00	77.960	78.004	77.950	77.999	77.943	77.980	77.923	77.972	
2012-07-16T13:00:00	77.970	77.984	77.958	77.960	77.944	77.956	77.930	77.943	
2012-07-16T12:00:00	77.977	77.990	77.940	77.970	77.946	77.961	77.912	77.944	
2012-07-16T11:00:00	77.982	78.014	77.949	77.977	77.953	77.981	77.919	77.946	
2012-07-16T10:00:00	77.989	78.007	77.966	77.982	77.958	77.978	77.935	77.953	
2012-07-16T09:00:00	78.100	78.109	77.974	77.989	78.072	78.081	77.943	77.958	
2012-07-16T08:00:00	78.108	78.108	78.070	78.100	78.075	78.077	78.038	78.072	
2012-07-16T07:00:00	78.196	78.196	78.030	78.108	78.156	78.161	77.984	78.075	
2012-07-16T06:00:00	78.224	78.329	78.196	78.196	78.038	78.214	78.038	78.156	
2012-07-14T05:00:00	78.126	78.240	78.022	78.224	78.100	78.100	77.984	78.038	
2012-07-14T04:00:00	78.180	78.228	78.122	78.126	78.159	78.205	78.094	78.100	
2012-07-14T03:00:00	78.047	78.188	78.017	78.180	78.020	78.163	77.990	78.159	
2012-07-14T02:00:00	78.068	78.092	77.999	78.047	78.041	78.064	77.971	78.020	
2012-07-14T01:00:00	78.037	78.089	78.013	78.068	78.010	78.064	77.986	78.041	
2012-07-14T00:00:00	78.128	78.138	78.037	78.037	78.100	78.112	78.010	78.010	
2012-07-13T23:00:00	78.017	78.202	78.016	78.128	77.995	78.178	77.991	78.100	
2012-07-13T22:00:00	77.928	78.072	77.844	78.017	77.902	78.049	77.820	77.995	
2012-07-13T21:00:00	77.955	78.034	77.921	77.928	77.929	78.017	77.897	77.902	
2012-07-13T20:00:00	78.124	78.128	77.944	77.955	78.101	78.101	77.922	77.929	
2012-07-13T19:00:00	78.003	78.124	77.945	78.124	77.977	78.101	77.916	78.101	
2012-07-13T18:00:00	77.979	78.019	77.936	78.003	77.955	77.994	77.909	77.977	
2012-07-13T17:00:00	77.970	78.013	77.935	77.979	77.946	77.984	77.908	77.955	
2012-07-13T16:00:00	77.843	77.970	77.778	77.970	77.817	77.946	77.752	77.946	
2012-07-13T15:00:00	77.877	77.878	77.784	77.843	77.847	77.852	77.756	77.817	
2012-07-13T14:00:00	77.853	77.918	77.829	77.877	77.825	77.889	77.798	77.847	
2012-07-13T13:00:00	77.882	77.886	77.795	77.853	77.853	77.858	77.768	77.825	
2012-07-13T12:00:00	77.853	77.931	77.853	77.882	77.824	77.900	77.824	77.853	
