日時	EUR/JPY(始値, 買い)	EUR/JPY(高値, 買い)	EUR/JPY(安値, 買い)	EUR/JPY(終値, 買い)	EUR/JPY(始値, 売り)	
EUR/JPY(高値, 売り)	EUR/JPY(安値, 売り)	EUR/JPY(終値, 売り)	K	D	2014-02-15T07:00:00	139.425	139.481	139.425	
139.383	139.374	139.499	139.343	139.355	77.29	82.76	2014-02-08T03:30:00	139.293	
139.407	139.246	139.403	139.264	139.380	139.216	139.374	87.17	86.31	
2014-02-08T03:00:00	139.282	139.381	139.266	139.293	139.258	139.353	139.235	139.264	
83.82	84.12	2014-02-08T02:30:00	139.266	139.293	139.159	139.282	139.243	139.268	
139.130	139.258	87.95	82.81	2014-02-08T02:00:00	139.304	139.327	139.213	139.266	
139.278	139.300	139.183	139.243	80.58	77.38	2014-02-08T01:30:00	139.157	139.304	
139.115	139.304	139.128	139.279	139.088	139.278	79.89	76.04	2014-02-08T01:00:00	
139.211	139.222	139.054	139.157	139.185	139.196	139.024	139.128	71.67	
76.15	2014-02-08T00:30:00	138.910	139.327	138.882	139.211	138.883	139.298	138.853	
139.185	76.55	79.09	2014-02-08T00:00:00	139.177	139.311	138.856	138.910	139.152	
139.287	138.829	138.883	80.24	80.52	2014-02-07T23:30:00	139.259	139.382	139.062	
139.177	139.230	139.355	139.035	139.152	80.48	80.69	2014-02-07T23:00:00	138.857	
139.290	138.664	139.259	138.833	139.264	138.635	139.230	80.83	84.99	
2014-02-07T22:30:00	139.302	139.248	138.186	138.857	139.134	139.080	138.154	138.833	
80.78	87.73	2014-02-07T22:00:00	138.819	139.302	138.764	139.302	138.797	139.260	
138.735	139.134	93.36	86.15	2014-02-07T21:30:00	138.719	138.838	138.642	138.819	
138.693	138.808	138.613	138.797	89.06	76.81	2014-02-07T21:00:00	138.615	138.723	
138.601	138.719	138.589	138.695	138.573	138.693	76.03	68.97	2014-02-07T20:30:00	
138.561	138.666	138.540	138.615	138.535	138.639	138.510	138.589	65.34	
66.18	2014-02-07T20:00:00	138.534	138.628	138.494	138.561	138.498	138.600	138.465	
138.535	65.55	66.78	2014-02-07T19:30:00	138.599	138.616	138.512	138.534	138.571	
138.587	138.487	138.498	67.66	62.63	2014-02-07T19:00:00	138.626	138.640	138.549	
138.599	138.599	138.612	138.524	138.571	67.13	51.74	2014-02-07T18:30:00	138.635	
138.663	138.523	138.626	138.609	138.634	138.497	138.599	53.09	38.36	
2014-02-07T18:00:00	138.405	138.694	138.383	138.635	138.375	138.667	138.355	138.609	
35.01	31.46	2014-02-07T17:30:00	138.646	138.652	138.183	138.405	138.619	138.628	
138.154	138.375	26.97	38.37	2014-02-07T17:00:00	138.762	138.762	138.616	138.646	
138.733	138.734	138.589	138.619	32.39	53.28	2014-02-07T16:30:00	138.768	138.878	
138.736	138.762	138.746	138.849	138.706	138.733	55.74	65.76	2014-02-07T16:00:00	
138.854	138.868	138.729	138.768	138.833	138.848	138.704	138.746	71.70	
69.30	2014-02-07T15:30:00	138.875	138.924	138.839	138.854	138.847	138.896	138.812	
138.833	69.84	64.28	2014-02-07T15:00:00	138.669	138.904	138.665	138.875	138.640	
138.879	138.637	138.847	66.37	57.93	2014-02-07T14:30:00	138.723	138.742	138.648	
138.669	138.693	138.716	138.618	138.640	56.65	48.82	2014-02-07T14:00:00	138.703	
138.777	138.685	138.723	138.673	138.749	138.658	138.693	50.77	41.82	
2014-02-07T13:30:00	138.618	138.773	138.612	138.703	138.588	138.746	138.584	138.673	
39.03	40.03	2014-02-07T13:00:00	138.625	138.648	138.606	138.618	138.597	138.618	
138.581	138.588	35.66	42.23	2014-02-07T12:30:00	138.626	138.635	138.591	138.625	
138.594	138.609	138.566	138.597	45.41	44.01	2014-02-07T12:00:00	138.653	138.668	
138.603	138.626	138.626	138.644	138.577	138.594	45.63	40.17	2014-02-07T11:30:00	
138.627	138.705	138.594	138.653	138.597	138.676	138.563	138.626	40.99	
37.37	2014-02-07T11:00:00	138.625	138.653	138.592	138.627	138.600	138.624	138.562	
138.597	33.88	40.29	2014-02-07T10:30:00	138.615	138.646	138.587	138.625	138.587	
138.623	138.556	138.600	37.25	47.34	2014-02-07T10:00:00	138.650	138.652	138.540	
138.615	138.625	138.624	138.512	138.587	49.72	55.31	2014-02-07T09:30:00	138.736	
138.757	138.547	138.650	138.710	138.731	138.518	138.625	55.05	51.28	
2014-02-07T09:00:00	138.709	138.783	138.650	138.736	138.680	138.756	138.618	138.710	
61.17	43.87	2014-02-07T08:30:00	138.752	138.758	138.613	138.709	138.723	138.732	
138.585	138.680	37.62	33.82	2014-02-07T08:00:00	138.609	138.761	138.605	138.752	
138.573	138.731	138.571	138.723	32.83	41.34	2014-02-07T07:30:00	138.745	138.781	
138.599	138.609	138.699	138.743	138.566	138.573	31.02	57.85	2014-02-07T07:00:00	
138.795	138.827	138.745	138.745	138.743	138.762	138.699	138.699	60.18	
77.48	2014-02-07T06:30:00	138.815	138.842	138.781	138.795	138.785	138.810	138.743	
138.743	82.36	86.25	2014-02-07T06:00:00	138.838	138.838	138.766	138.815	138.811	
138.814	138.736	138.785	89.91	86.09	2014-02-07T05:30:00	138.772	138.841	138.676	
138.838	138.744	138.814	138.644	138.811	86.48	77.98	2014-02-07T05:00:00	138.767	
138.806	138.703	138.772	138.742	138.776	138.676	138.744	81.88	62.35	
2014-02-07T04:30:00	138.767	138.842	138.715	138.767	138.741	138.815	138.687	138.742	
65.58	43.42	2014-02-07T04:00:00	138.543	138.815	138.531	138.767	138.513	138.792	
138.506	138.741	39.59	30.27	2014-02-07T03:30:00	138.485	138.598	138.482	138.543	
138.454	138.570	138.453	138.513	25.10	32.49	2014-02-07T03:00:00	138.586	138.634	
138.476	138.485	138.558	138.607	138.450	138.454	26.12	42.94	2014-02-07T02:30:00	
138.588	138.673	138.563	138.586	138.564	138.649	138.537	138.558	46.25	
58.69	2014-02-07T02:00:00	138.558	138.636	138.542	138.588	138.538	138.611	138.513	
138.564	56.47	70.80	2014-02-07T01:30:00	138.531	138.633	138.511	138.558	138.501	
138.607	138.486	138.538	73.37	82.15	2014-02-07T01:00:00	138.537	138.625	138.512	
138.531	138.512	138.598	138.487	138.501	82.57	88.44	2014-02-07T00:30:00	138.638	
138.673	138.537	138.537	138.607	138.659	138.512	138.512	90.51	91.97	
2014-02-07T00:00:00	138.460	138.847	138.457	138.638	138.435	138.814	138.431	138.607	
92.23	82.56	2014-02-06T23:30:00	138.114	138.530	138.109	138.460	138.083	138.504	
138.080	138.435	93.18	64.61	2014-02-06T23:00:00	137.719	138.249	137.713	138.114	
137.688	138.222	137.685	138.083	62.27	37.03	2014-02-06T22:30:00	136.961	137.788	
136.768	137.719	136.873	137.761	136.742	137.688	38.39	21.96	2014-02-06T22:00:00	
137.006	137.070	136.883	136.961	136.978	137.044	136.856	136.873	10.43	
20.11	2014-02-06T21:30:00	137.019	137.293	136.920	137.006	136.994	137.217	136.884	
136.978	17.07	36.06	2014-02-06T21:00:00	137.201	137.224	136.984	137.019	137.176	
137.194	136.956	136.994	32.81	56.59	2014-02-06T20:30:00	137.315	137.329	137.160	
137.201	137.290	137.300	137.132	137.176	58.30	74.76	2014-02-06T20:00:00	137.373	
137.388	137.269	137.315	137.330	137.359	137.242	137.290	78.67	79.17	
2014-02-06T19:30:00	137.310	137.404	137.294	137.373	137.281	137.380	137.268	137.330	
87.30	73.35	2014-02-06T19:00:00	137.331	137.355	137.247	137.310	137.303	137.326	
137.219	137.281	71.54	57.00	2014-02-06T18:30:00	137.164	137.354	137.142	137.331	
137.132	137.326	137.114	137.303	61.20	48.71	2014-02-06T18:00:00	137.197	137.260	
137.149	137.164	137.170	137.235	137.119	137.132	38.27	45.22	2014-02-06T17:30:00	
137.131	137.257	137.063	137.197	137.101	137.227	137.037	137.170	46.66	
49.25	2014-02-06T17:00:00	137.281	137.290	137.106	137.131	137.254	137.264	137.080	
137.101	50.74	46.73	2014-02-06T16:30:00	137.289	137.291	137.206	137.281	137.263	
137.268	137.180	137.254	50.34	36.00	2014-02-06T16:00:00	137.168	137.311	137.104	
137.289	137.138	137.286	137.075	137.263	39.11	28.63	2014-02-06T15:30:00	137.196	
137.275	137.110	137.168	137.170	137.246	137.084	137.138	18.54	29.43	
2014-02-06T15:00:00	137.131	137.215	137.073	137.196	137.102	137.186	137.045	137.170	
28.24	47.69	2014-02-06T14:30:00	137.352	137.404	137.117	137.131	137.320	137.375	
137.087	137.102	41.52	63.44	2014-02-06T14:00:00	137.401	137.398	137.278	137.352	
137.375	137.377	137.247	137.320	73.30	70.27	2014-02-06T13:30:00	137.454	137.494	
137.342	137.401	137.427	137.467	137.312	137.375	75.52	59.75	2014-02-06T13:00:00	
137.268	137.456	137.252	137.454	137.240	137.429	137.222	137.427	61.99	
45.31	2014-02-06T12:30:00	137.231	137.376	137.231	137.268	137.202	137.348	137.203	
137.240	41.73	35.91	2014-02-06T12:00:00	137.297	137.295	137.194	137.231	137.268	
137.266	137.166	137.202	32.20	30.96	2014-02-06T11:30:00	137.263	137.354	137.238	
137.297	137.232	137.327	137.212	137.268	33.78	32.86	2014-02-06T11:00:00	137.282	
137.334	137.171	137.263	137.253	137.307	137.144	137.232	26.89	37.47	
2014-02-06T10:30:00	137.276	137.329	137.121	137.282	137.244	137.301	137.092	137.253	
37.92	47.64	2014-02-06T10:00:00	137.483	137.500	137.202	137.276	137.453	137.473	
137.173	137.244	47.59	54.98	2014-02-06T09:30:00	137.484	137.576	137.408	137.483	
137.454	137.549	137.381	137.453	57.43	62.95	2014-02-06T09:00:00	137.343	137.594	
137.324	137.484	137.313	137.571	137.294	137.454	59.93	72.52	2014-02-06T08:30:00	
137.353	137.381	137.285	137.343	137.322	137.351	137.258	137.313	71.50	
81.58	2014-02-06T08:00:00	137.412	137.422	137.334	137.353	137.372	137.393	137.303	
137.322	86.14	85.43	2014-02-06T07:30:00	137.386	137.415	137.336	137.412	137.345	
137.378	137.303	137.372	87.09	80.67	2014-02-06T07:00:00	137.321	137.402	137.322	
137.386	137.272	137.369	137.274	137.345	83.08	72.10	2014-02-06T06:30:00	137.333	
137.356	137.269	137.321	137.303	137.329	137.241	137.272	71.83	56.29	
2014-02-06T06:00:00	137.272	137.344	137.188	137.333	137.243	137.316	137.158	137.303	
61.38	47.44	2014-02-06T05:30:00	137.231	137.303	137.182	137.272	137.201	137.283	
137.152	137.243	35.66	46.90	2014-02-06T05:00:00	137.132	137.243	137.122	137.231	
137.105	137.216	137.094	137.201	45.27	63.80	2014-02-06T04:30:00	137.337	137.365	
137.123	137.132	137.308	137.339	137.097	137.105	59.75	78.94	2014-02-06T04:00:00	
137.325	137.360	137.266	137.337	137.297	137.338	137.241	137.308	86.37	
88.52	2014-02-06T03:30:00	137.312	137.376	137.277	137.325	137.283	137.353	137.250	
137.297	90.69	85.88	2014-02-06T03:00:00	137.255	137.376	137.250	137.312	137.226	
137.353	137.221	137.283	88.50	79.80	2014-02-06T02:30:00	137.171	137.255	137.108	
137.255	137.146	137.226	137.083	137.226	78.44	71.38	2014-02-06T02:00:00	137.076	
137.257	137.049	137.171	137.048	137.229	137.023	137.146	72.44	68.24	
2014-02-06T01:30:00	137.175	137.235	137.014	137.076	137.150	137.214	136.986	137.048	
63.25	65.70	2014-02-06T01:00:00	136.941	137.201	136.797	137.175	136.915	137.173	
136.770	137.150	69.03	68.93	2014-02-06T00:30:00	137.109	137.217	136.933	136.941	
137.082	137.194	136.909	136.915	64.82	66.95	2014-02-06T00:00:00	136.966	137.275	
136.944	137.109	136.892	137.251	136.862	137.082	72.92	60.72	2014-02-05T23:30:00	
136.944	137.065	136.850	136.966	136.914	137.038	136.828	136.892	63.09	
47.24	2014-02-05T23:00:00	136.808	136.979	136.738	136.944	136.780	136.954	136.709	
136.914	46.16	38.72	2014-02-05T22:30:00	136.680	136.843	136.597	136.808	136.654	
136.817	136.571	136.780	32.49	40.05	2014-02-05T22:00:00	136.723	137.060	136.599	
136.680	136.695	137.029	136.572	136.654	37.51	47.59	2014-02-05T21:30:00	136.756	
136.798	136.640	136.723	136.730	136.770	136.613	136.695	50.16	51.48	
2014-02-05T21:00:00	136.802	136.816	136.688	136.756	136.774	136.789	136.659	136.730	
55.10	47.81	2014-02-05T20:30:00	136.798	136.883	136.757	136.802	136.766	136.855	
136.726	136.774	49.17	39.81	2014-02-05T20:00:00	136.808	136.852	136.725	136.798	
136.784	136.823	136.695	136.766	39.16	34.75	2014-02-05T19:30:00	136.715	136.873	
136.667	136.808	136.686	136.847	136.639	136.784	31.09	37.45	2014-02-05T19:00:00	
136.791	136.792	136.567	136.715	136.759	136.764	136.537	136.686	34.00	
45.32	2014-02-05T18:30:00	136.913	136.990	136.769	136.791	136.886	136.961	136.742	
136.759	47.26	49.08	2014-02-05T18:00:00	136.983	137.035	136.861	136.913	136.952	
137.007	136.830	136.886	54.70	43.83	2014-02-05T17:30:00	136.871	137.139	136.870	
136.983	136.844	137.113	136.842	136.952	45.28	31.65	2014-02-05T17:00:00	136.780	
136.901	136.684	136.871	136.753	136.876	136.656	136.844	31.51	20.54	
2014-02-05T16:30:00	136.883	136.892	136.675	136.780	136.852	136.864	136.644	136.753	
18.16	18.20	2014-02-05T16:00:00	136.867	136.932	136.777	136.883	136.843	136.906	
136.749	136.852	11.94	27.14	2014-02-05T15:30:00	136.972	137.014	136.850	136.867	
136.951	136.987	136.819	136.843	24.51	44.67	2014-02-05T15:00:00	137.081	137.100	
136.968	136.972	137.052	137.071	136.940	136.951	44.98	56.40	2014-02-05T14:30:00	
137.103	137.137	137.024	137.081	137.072	137.111	136.992	137.052	64.53	
59.09	2014-02-05T14:00:00	137.086	137.201	137.023	137.103	137.056	137.172	136.993	
137.072	59.69	50.42	2014-02-05T13:30:00	137.086	137.149	137.027	137.086	137.054	
137.121	136.996	137.056	53.06	39.91	2014-02-05T13:00:00	137.106	137.205	137.009	
137.086	137.077	137.176	136.982	137.054	38.53	26.57	2014-02-05T12:30:00	136.978	
137.167	136.877	137.106	136.949	137.141	136.849	137.077	28.13	19.70	
2014-02-05T12:00:00	136.962	137.067	136.887	136.978	136.933	137.037	136.855	136.949	
13.04	20.45	2014-02-05T11:30:00	136.985	137.061	136.885	136.962	136.959	137.032	
136.854	136.933	17.92	29.92	2014-02-05T11:00:00	137.263	137.306	136.966	136.985	
137.233	137.280	136.944	136.959	30.40	36.60	2014-02-05T10:30:00	137.349	137.349	
137.227	137.263	137.322	137.321	137.196	137.233	41.43	39.97	2014-02-05T10:00:00	
137.268	137.359	137.151	137.349	137.241	137.336	137.120	137.322	37.98	
43.20	2014-02-05T09:30:00	137.337	137.335	137.108	137.268	137.305	137.305	137.076	
137.241	40.52	48.16	2014-02-05T09:00:00	137.464	137.470	137.258	137.337	137.437	
137.441	137.233	137.305	51.09	54.15	2014-02-05T08:30:00	137.409	137.557	137.411	
137.464	137.381	137.533	137.380	137.437	52.88	56.67	2014-02-05T08:00:00	137.361	
137.422	137.315	137.409	137.326	137.401	137.290	137.381	58.48	62.98	
2014-02-05T07:30:00	137.429	137.438	137.315	137.361	137.400	137.406	137.284	137.326	
58.65	67.46	2014-02-05T07:00:00	137.424	137.460	137.367	137.429	137.373	137.427	
137.335	137.400	71.81	69.22	2014-02-05T06:30:00	137.388	137.431	137.374	137.424	
137.366	137.406	137.352	137.373	71.91	65.88	2014-02-05T06:00:00	137.405	137.404	
137.348	137.388	137.382	137.383	137.322	137.366	63.92	60.34	2014-02-05T05:30:00	
137.349	137.445	137.331	137.405	137.319	137.423	137.303	137.382	61.81	
59.31	2014-02-05T05:00:00	137.352	137.418	137.341	137.349	137.329	137.394	137.314	
137.319	55.29	61.36	2014-02-05T04:30:00	137.317	137.391	137.290	137.352	137.289	
137.362	137.265	137.329	60.82	69.72	2014-02-05T04:00:00	137.291	137.378	137.267	
137.317	137.268	137.354	137.240	137.289	67.97	77.78	2014-02-05T03:30:00	137.373	
137.425	137.260	137.291	137.345	137.402	137.232	137.268	80.38	84.60	
2014-02-05T03:00:00	137.420	137.453	137.266	137.373	137.393	137.428	137.239	137.345	
85.00	82.64	2014-02-05T02:30:00	137.203	137.441	137.189	137.420	137.176	137.412	
137.164	137.393	88.42	73.48	2014-02-05T02:00:00	137.270	137.270	137.116	137.203	
137.244	137.241	137.089	137.176	74.51	61.13	2014-02-05T01:30:00	137.072	137.289	
137.046	137.270	137.050	137.265	137.018	137.244	57.51	51.67	2014-02-05T01:00:00	
136.993	137.099	136.937	137.072	136.968	137.072	136.911	137.050	51.38	
52.20	2014-02-05T00:30:00	137.116	137.201	136.992	136.993	137.089	137.172	136.964	
136.968	46.12	54.41	2014-02-05T00:00:00	137.027	137.163	136.943	137.116	136.980	
137.134	136.917	137.089	59.11	63.56	2014-02-04T23:30:00	137.063	137.095	136.932	
137.027	137.036	137.071	136.904	136.980	58.02	66.43	2014-02-04T23:00:00	137.085	
137.108	136.976	137.063	137.057	137.082	136.949	137.036	73.56	68.21	
2014-02-04T22:30:00	137.124	137.186	137.016	137.085	137.096	137.159	136.987	137.057	
67.73	59.45	2014-02-04T22:00:00	136.897	137.177	136.898	137.124	136.871	137.149	
136.870	137.096	63.36	53.11	2014-02-04T21:30:00	137.010	137.034	136.895	136.897	
136.979	137.008	136.867	136.871	47.27	47.05	2014-02-04T21:00:00	136.915	137.066	
136.856	137.010	136.885	137.042	136.828	136.979	48.69	48.46	2014-02-04T20:30:00	
136.967	136.988	136.819	136.915	136.938	136.961	136.788	136.885	45.19	
54.55	2014-02-04T20:00:00	136.906	137.034	136.829	136.967	136.876	137.013	136.805	
136.938	51.51	64.90	2014-02-04T19:30:00	136.877	136.952	136.756	136.906	136.849	
136.925	136.729	136.876	66.96	77.76	2014-02-04T19:00:00	137.100	137.177	136.862	
136.877	137.069	137.150	136.833	136.849	76.22	82.51	2014-02-04T18:30:00	136.877	
137.118	136.863	137.100	136.850	137.094	136.834	137.069	90.09	84.68	
2014-02-04T18:00:00	136.943	136.992	136.833	136.877	136.917	136.967	136.806	136.850	
81.23	78.56	2014-02-04T17:30:00	136.654	136.956	136.638	136.943	136.625	136.930	
136.614	136.917	82.74	75.45	2014-02-04T17:00:00	136.731	136.770	136.496	136.654	
136.699	136.742	136.466	136.625	71.70	67.72	2014-02-04T16:30:00	136.662	136.751	
136.550	136.731	136.632	136.724	136.525	136.699	71.92	56.62	2014-02-04T16:00:00	
136.700	136.832	136.597	136.662	136.668	136.805	136.566	136.632	59.53	
42.65	2014-02-04T15:30:00	136.526	136.745	136.418	136.700	136.500	136.714	136.390	
136.668	38.42	33.63	2014-02-04T15:00:00	136.460	136.583	136.243	136.526	136.431	
136.557	136.216	136.500	30.01	36.04	2014-02-04T14:30:00	136.783	136.839	136.438	
136.460	136.755	136.811	136.426	136.431	32.46	38.56	2014-02-04T14:00:00	136.816	
136.889	136.746	136.783	136.787	136.861	136.716	136.755	45.64	39.60	
2014-02-04T13:30:00	136.822	136.850	136.643	136.816	136.791	136.821	136.620	136.787	
37.58	38.42	2014-02-04T13:00:00	136.733	136.863	136.729	136.822	136.703	136.834	
136.701	136.791	35.59	45.03	2014-02-04T12:30:00	136.830	136.882	136.668	136.733	
136.800	136.857	136.638	136.703	42.09	54.52	2014-02-04T12:00:00	136.888	136.948	
136.790	136.830	136.858	136.921	136.763	136.800	57.40	59.29	2014-02-04T11:30:00	
136.913	136.966	136.774	136.888	136.883	136.945	136.750	136.858	64.06	
61.45	2014-02-04T11:00:00	136.842	137.031	136.842	136.913	136.811	137.014	136.811	
136.883	56.40	62.76	2014-02-04T10:30:00	136.766	136.904	136.650	136.842	136.739	
136.877	136.622	136.811	63.90	72.67	2014-02-04T10:00:00	136.882	136.937	136.741	
136.766	136.857	136.911	136.714	136.739	67.97	79.97	2014-02-04T09:30:00	136.832	
136.909	136.765	136.882	136.806	136.884	136.736	136.857	86.15	87.29	
2014-02-04T09:00:00	136.847	136.911	136.778	136.832	136.815	136.881	136.751	136.806	
85.79	87.90	2014-02-04T08:30:00	136.786	136.866	136.752	136.847	136.756	136.840	
136.719	136.815	89.93	85.01	2014-02-04T08:00:00	136.813	136.813	136.667	136.786	
136.763	136.779	136.637	136.756	87.97	76.83	2014-02-04T07:30:00	136.737	136.839	
136.713	136.813	136.694	136.797	136.674	136.763	77.13	66.84	2014-02-04T07:00:00	
136.601	136.747	136.612	136.737	136.570	136.709	136.546	136.694	65.41	
61.59	2014-02-04T06:30:00	136.606	136.634	136.567	136.601	136.577	136.613	136.536	
136.570	57.99	56.28	2014-02-04T06:00:00	136.643	136.662	136.482	136.606	136.614	
136.634	136.456	136.577	61.37	51.19	2014-02-04T05:30:00	136.651	136.759	136.554	
136.643	136.628	136.736	136.526	136.614	49.47	41.11	2014-02-04T05:00:00	136.469	
136.652	136.467	136.651	136.442	136.629	136.438	136.628	42.74	34.17	
2014-02-04T04:30:00	136.756	136.770	136.375	136.469	136.726	136.750	136.346	136.442	
31.14	27.21	2014-02-04T04:00:00	136.748	136.790	136.680	136.756	136.722	136.767	
136.652	136.726	28.65	21.89	2014-02-04T03:30:00	136.673	136.782	136.652	136.748	
136.648	136.757	136.624	136.722	21.86	17.25	2014-02-04T03:00:00	136.766	136.801	
136.616	136.673	136.743	136.776	136.593	136.648	15.15	15.51	2014-02-04T02:30:00	
136.740	136.870	136.672	136.766	136.717	136.847	136.647	136.743	14.74	
17.05	2014-02-04T02:00:00	136.758	136.924	136.706	136.740	136.735	136.899	136.678	
136.717	16.65	18.08	2014-02-04T01:30:00	136.935	137.037	136.708	136.758	136.904	
137.012	136.680	136.735	19.76	15.86	2014-02-04T01:00:00	136.888	137.087	136.758	
136.935	136.861	137.063	136.730	136.904	17.84	11.32	2014-02-04T00:30:00	136.832	
137.000	136.678	136.888	136.812	136.974	136.653	136.861	9.99	8.69	
2014-02-04T00:00:00	137.280	137.282	136.786	136.832	137.186	137.252	136.761	136.812	
6.14	15.38	2014-02-03T23:30:00	137.375	137.466	137.174	137.280	137.344	137.438	
137.149	137.186	9.94	31.68	2014-02-03T23:00:00	137.474	137.553	137.324	137.375	
137.445	137.524	137.297	137.344	30.07	50.40	2014-02-03T22:30:00	137.720	137.720	
137.395	137.474	137.693	137.692	137.367	137.445	55.02	61.29	2014-02-03T22:00:00	
137.617	137.877	137.615	137.720	137.589	137.852	137.588	137.693	66.09	
58.33	2014-02-03T21:30:00	137.538	137.659	137.492	137.617	137.506	137.640	137.464	
137.589	62.76	47.81	2014-02-03T21:00:00	137.608	137.654	137.480	137.538	137.580	
137.627	137.452	137.506	46.15	33.39	2014-02-03T20:30:00	137.557	137.666	137.485	
137.608	137.529	137.640	137.461	137.580	34.53	23.13	2014-02-03T20:00:00	137.447	
137.597	137.416	137.557	137.418	137.567	137.389	137.529	19.48	17.43	
2014-02-03T19:30:00	137.525	137.611	137.363	137.447	137.494	137.584	137.334	137.418	
15.37	23.38	2014-02-03T19:00:00	137.636	137.709	137.464	137.525	137.612	137.683	
