日時	"EUR/JPY(始値, 買い)"	"EUR/JPY(高値, 買い)"	"EUR/JPY(安値, 買い)"	"EUR/JPY(終値, 買い)"	"EUR/JPY(始値, 売り)*"	"EUR/JPY(高値, 売り)*"	"EUR/JPY(安値, 売り)*"	"EUR/JPY(終値, 売り)*"
2011/06/16 17:00:00	114.825	114.974	113.503	114.575	114.775	114.967	113.498	114.495
2011/06/15 17:00:00	116.268	116.480	114.555	114.825	116.190	116.470	114.552	114.775
2011/06/14 17:00:00	115.682	116.713	115.272	116.268	115.610	116.704	115.264	116.190
2011/06/13 17:00:00	115.159	115.761	115.029	115.682	115.147	115.760	114.959	115.610
2011/06/10 17:00:00	116.642	116.876	114.956	115.159	116.585	116.867	114.948	115.147
2011/06/09 17:00:00	116.543	117.467	115.931	116.642	116.487	117.463	115.923	116.585
2011/06/08 17:00:00	117.692	117.864	116.307	116.543	117.639	117.854	116.295	116.487
2011/06/07 17:00:00	116.771	117.901	116.732	117.692	116.736	117.894	116.697	117.639
2011/06/06 17:00:00	117.413	117.706	116.585	116.771	117.358	117.701	116.584	116.736
2011/06/03 17:00:00	117.251	117.588	115.928	117.413	117.208	117.581	115.921	117.358
2011/06/02 17:00:00	115.995	117.358	115.789	117.251	115.977	117.349	115.761	117.208
2011/06/01 17:00:00	117.385	117.716	115.885	115.995	117.335	117.709	115.879	115.977
2011/05/31 17:00:00	115.644	117.804	115.596	117.385	115.551	117.801	115.524	117.335
2011/05/30 17:00:00	115.502	115.744	115.215	115.644	115.477	115.688	115.205	115.551
2011/05/27 17:00:00	115.002	115.998	114.689	115.502	114.947	115.992	114.682	115.477
2011/05/26 17:00:00	115.485	116.389	114.473	115.002	115.463	116.381	114.470	114.947
2011/05/25 17:00:00	115.574	115.791	114.730	115.485	115.546	115.783	114.719	115.463
2011/05/24 17:00:00	115.191	116.178	114.733	115.574	115.190	116.174	114.724	115.546
2011/05/23 17:00:00	115.678	115.678	113.878	115.191	115.635	115.635	113.869	115.190
2011/05/20 17:00:00	116.801	117.180	115.524	115.678	116.768	117.171	115.520	115.635
2011/05/19 17:00:00	116.395	117.239	116.207	116.801	116.328	117.236	116.202	116.768
2011/05/18 17:00:00	115.936	116.412	115.236	116.395	115.879	116.402	115.228	116.328
2011/05/17 17:00:00	114.384	116.233	114.297	115.936	114.349	116.225	114.287	115.879
2011/05/16 17:00:00	114.008	115.236	113.416	114.384	114.005	115.233	113.410	114.349
2011/05/13 17:00:00	115.305	115.549	113.516	114.008	115.287	115.543	113.506	114.005
2011/05/12 17:00:00	115.043	115.635	114.188	115.305	115.012	115.628	114.182	115.287
2011/05/11 17:00:00	116.555	116.915	114.574	115.043	116.521	116.907	114.566	115.012
2011/05/10 17:00:00	115.491	116.574	114.804	116.555	115.409	116.570	114.796	116.521
2011/05/09 17:00:00	115.651	116.481	115.029	115.491	115.635	116.480	115.028	115.409
2011/05/06 17:00:00	116.447	117.600	115.213	115.651	116.418	117.597	115.212	115.635
2011/05/05 17:00:00	119.569	119.797	116.146	116.447	119.497	119.787	116.146	116.418
2011/05/04 17:00:00	120.022	120.832	119.265	119.569	119.957	120.829	119.260	119.497
2011/05/03 17:00:00	120.478	120.587	119.210	120.022	120.412	120.584	119.209	119.957
2011/05/02 17:00:00	120.206	121.038	120.052	120.478	120.192	121.034	120.063	120.412
2011/04/29 17:00:00	120.831	121.149	120.110	120.206	120.828	121.141	120.103	120.192
2011/04/28 17:00:00	121.471	121.836	120.402	120.831	121.455	121.833	120.400	120.828
2011/04/27 17:00:00	119.434	121.474	119.375	121.471	119.416	121.475	119.327	121.455
2011/04/26 17:00:00	119.352	119.902	118.505	119.434	119.301	119.897	118.495	119.416
2011/04/25 17:00:00	119.261	120.053	119.072	119.352	119.098	120.036	119.057	119.301
2011/04/22 17:00:00	119.130	119.726	118.831	119.261	119.098	119.717	118.821	119.098
2011/04/21 17:00:00	119.931	120.270	118.636	119.130	119.867	120.264	118.630	119.098
2011/04/20 17:00:00	118.388	120.394	118.279	119.931	118.341	120.394	118.262	119.867
2011/04/19 17:00:00	117.709	118.432	117.092	118.388	117.605	118.430	117.089	118.341
2011/04/18 17:00:00	119.815	120.068	116.482	117.709	119.798	120.060	116.477	117.605
2011/04/15 17:00:00	120.998	121.482	119.693	119.815	120.949	121.482	119.688	119.798
2011/04/14 17:00:00	121.124	121.371	119.267	120.998	121.069	121.366	119.262	120.949
2011/04/13 17:00:00	121.023	122.173	120.770	121.124	120.965	122.166	120.762	121.069
2011/04/12 17:00:00	122.146	122.418	120.158	121.023	122.098	122.409	120.158	120.965
2011/04/11 17:00:00	122.872	123.331	122.013	122.146	122.828	123.325	122.017	122.098
2011/04/08 17:00:00	121.535	123.084	121.345	122.872	121.457	123.082	121.335	122.828
2011/04/07 17:00:00	122.542	122.590	120.757	121.535	122.511	122.545	120.756	121.457
2011/04/06 17:00:00	120.713	122.618	120.713	122.542	120.695	122.620	120.661	122.511
2011/04/05 17:00:00	119.577	120.732	119.326	120.713	119.498	120.718	119.322	120.695
2011/04/04 17:00:00	119.586	120.060	119.187	119.577	119.574	120.056	119.187	119.498
2011/04/01 17:00:00	117.705	119.803	117.705	119.586	117.672	119.795	117.667	119.574
2011/03/31 17:00:00	117.140	117.991	116.743	117.705	117.078	117.990	116.739	117.672
2011/03/30 17:00:00	116.401	117.282	116.223	117.140	116.378	117.275	116.219	117.078
2011/03/29 17:00:00	115.113	116.401	114.816	116.401	115.063	116.390	114.812	116.378
2011/03/28 17:00:00	114.678	115.311	114.203	115.113	114.677	115.311	114.155	115.063
2011/03/25 17:00:00	114.816	115.221	114.488	114.678	114.760	115.216	114.474	114.677
2011/03/24 17:00:00	113.997	114.968	113.557	114.816	113.966	114.968	113.551	114.760
2011/03/23 17:00:00	114.972	115.057	113.857	113.997	114.919	115.036	113.846	113.966
2011/03/22 17:00:00	115.278	115.543	114.832	114.972	115.254	115.546	114.827	114.919
2011/03/21 17:00:00	114.298	115.413	114.298	115.278	114.279	115.413	114.279	115.254
2011/03/18 17:00:00	110.629	115.566	110.548	114.298	110.601	115.563	110.503	114.279
2011/03/17 17:00:00	110.653	111.274	106.549	110.629	110.594	111.268	106.446	110.601
2011/03/16 17:00:00	113.007	113.498	110.589	110.653	112.983	113.493	110.560	110.594
2011/03/15 17:00:00	114.220	114.665	111.970	113.007	114.208	114.667	111.964	112.983
2011/03/14 17:00:00	113.870	114.849	112.533	114.220	113.861	114.841	112.450	114.208
2011/03/11 17:00:00	114.516	115.022	112.931	113.870	114.439	115.016	112.930	113.861
2011/03/10 17:00:00	115.070	115.256	114.208	114.516	115.045	115.253	114.206	114.439
2011/03/09 17:00:00	114.984	115.265	114.754	115.070	114.907	115.260	114.750	115.045
2011/03/08 17:00:00	114.929	115.224	114.559	114.984	114.851	115.222	114.555	114.907
2011/03/07 17:00:00	115.121	115.286	114.557	114.929	115.116	115.268	114.555	114.851
2011/03/04 17:00:00	115.177	116.007	114.876	115.121	115.133	115.994	114.870	115.116
2011/03/03 17:00:00	113.555	115.177	113.108	115.177	113.486	115.175	113.101	115.133
2011/03/02 17:00:00	112.810	113.574	112.539	113.555	112.734	113.573	112.534	113.486
2011/03/01 17:00:00	112.955	113.729	112.738	112.810	112.879	113.726	112.732	112.734
2011/02/28 17:00:00	112.286	113.352	111.959	112.955	112.279	113.353	111.956	112.879
2011/02/25 17:00:00	113.060	113.462	112.224	112.286	112.973	113.459	112.220	112.279
2011/02/24 17:00:00	113.485	113.553	112.191	113.060	113.412	113.541	112.183	112.973
2011/02/23 17:00:00	113.018	113.828	113.005	113.485	112.941	113.822	112.941	113.412
2011/02/22 17:00:00	113.776	114.311	112.242	113.018	113.677	114.239	112.234	112.941
2011/02/21 17:00:00	113.729	113.976	113.567	113.776	113.726	113.972	113.562	113.677
2011/02/18 17:00:00	113.410	113.914	112.950	113.729	113.332	113.915	112.944	113.726
2011/02/17 17:00:00	113.579	113.678	113.058	113.410	113.500	113.675	113.056	113.332
2011/02/16 17:00:00	113.026	113.648	112.911	113.579	112.951	113.645	112.900	113.500
2011/02/15 17:00:00	112.428	113.405	112.326	113.026	112.356	113.401	112.306	112.951
2011/02/14 17:00:00	113.062	113.062	112.089	112.428	113.057	113.057	112.087	112.356
2011/02/11 17:00:00	113.247	113.448	112.776	113.062	113.170	113.440	112.771	113.057
2011/02/10 17:00:00	113.114	113.409	112.614	113.247	113.071	113.406	112.610	113.170
2011/02/09 17:00:00	112.251	113.206	112.065	113.114	112.204	113.210	112.058	113.071
2011/02/08 17:00:00	111.825	112.320	111.597	112.251	111.817	112.324	111.591	112.204
2011/02/07 17:00:00	111.675	112.193	111.242	111.825	111.664	112.189	111.234	111.817
2011/02/04 17:00:00	111.319	112.068	110.768	111.675	111.243	112.065	110.766	111.664
2011/02/03 17:00:00	112.605	112.873	111.047	111.319	112.588	112.872	111.045	111.243
2011/02/02 17:00:00	112.505	112.918	112.204	112.605	112.490	112.915	112.201	112.588
2011/02/01 17:00:00	112.354	112.705	111.882	112.505	112.328	112.700	111.874	112.490
2011/01/31 17:00:00	111.750	112.702	111.408	112.354	111.735	112.700	111.386	112.328
2011/01/28 17:00:00	113.872	113.882	111.512	111.750	113.848	113.869	111.506	111.735
2011/01/27 17:00:00	112.690	114.016	112.428	113.872	112.667	114.012	112.445	113.848
2011/01/26 17:00:00	112.575	112.932	112.160	112.690	112.548	112.925	112.156	112.667
2011/01/25 17:00:00	112.548	112.832	111.831	112.575	112.537	112.823	111.823	112.548
2011/01/24 17:00:00	112.421	112.905	112.222	112.548	112.419	112.902	112.221	112.537
2011/01/21 17:00:00	111.813	112.479	111.639	112.421	111.809	112.478	111.634	112.419
2011/01/20 17:00:00	110.504	111.929	110.323	111.813	110.497	111.921	110.321	111.809
2011/01/19 17:00:00	110.529	111.063	110.334	110.504	110.503	111.058	110.325	110.497
2011/01/18 17:00:00	109.918	111.165	109.591	110.529	109.899	111.162	109.583	110.503
2011/01/17 17:00:00	110.988	110.988	109.581	109.918	110.982	110.982	109.580	109.899
2011/01/14 17:00:00	110.656	110.991	110.080	110.988	110.660	110.985	110.073	110.982
2011/01/13 17:00:00	108.995	110.684	108.694	110.656	108.991	110.678	108.687	110.660
2011/01/12 17:00:00	107.999	109.025	107.856	108.995	107.990	109.025	107.853	108.991
2011/01/11 17:00:00	107.136	108.277	107.061	107.999	107.114	108.271	107.060	107.990
2011/01/10 17:00:00	107.224	107.678	106.828	107.136	107.216	107.678	106.826	107.114
2011/01/07 17:00:00	108.363	108.557	106.948	107.224	108.316	108.551	106.945	107.216
2011/01/06 17:00:00	109.490	109.661	108.116	108.363	109.492	109.660	108.114	108.316
2011/01/05 17:00:00	109.210	109.758	108.518	109.490	109.186	109.754	108.512	109.492
2011/01/04 17:00:00	109.199	110.244	108.626	109.210	109.196	110.241	108.626	109.186
2011/01/03 17:00:00	108.652	109.229	107.796	109.199	108.628	109.226	107.797	109.196
2010/12/31 17:00:00	108.312	108.923	108.280	108.645	108.314	108.919	108.263	108.639
2010/12/30 17:00:00	107.949	108.932	107.610	108.312	107.940	108.931	107.600	108.314
2010/12/29 17:00:00	108.040	108.207	107.629	107.949	108.037	108.148	107.627	107.940
2010/12/28 17:00:00	109.005	109.521	107.621	108.040	108.990	109.516	107.619	108.037
2010/12/27 17:00:00	108.734	109.071	108.437	109.005	108.732	109.064	108.424	108.990
2010/12/24 17:00:00	108.748	109.062	108.565	108.734	108.725	109.053	108.548	108.732
2010/12/23 17:00:00	109.474	109.620	108.459	108.748	109.451	109.615	108.452	108.725
2010/12/22 17:00:00	109.713	110.120	109.208	109.474	109.703	110.112	109.201	109.451
2010/12/21 17:00:00	109.994	110.494	109.621	109.713	109.990	110.493	109.614	109.703
2010/12/20 17:00:00	110.585	110.759	109.584	109.994	110.579	110.710	109.576	109.990
2010/12/17 17:00:00	111.152	111.949	110.409	110.585	111.119	111.945	110.401	110.579
2010/12/16 17:00:00	111.332	111.630	111.082	111.152	111.317	111.628	111.079	111.119
2010/12/15 17:00:00	111.923	112.175	111.229	111.332	111.906	112.127	111.228	111.317
2010/12/14 17:00:00	111.699	112.198	111.541	111.923	111.691	112.195	111.528	111.906
2010/12/13 17:00:00	111.053	112.074	110.666	111.699	111.037	112.070	110.653	111.691
2010/12/10 17:00:00	110.878	111.125	110.489	111.053	110.854	111.122	110.482	111.037
2010/12/09 17:00:00	111.455	111.654	110.590	110.878	111.432	111.651	110.585	110.854
2010/12/08 17:00:00	110.726	111.480	110.522	111.455	110.714	111.479	110.513	111.432
2010/12/07 17:00:00	109.993	111.118	109.572	110.726	109.982	111.118	109.568	110.714
2010/12/06 17:00:00	110.970	111.095	109.633	109.993	110.953	111.088	109.626	109.982
2010/12/03 17:00:00	110.738	111.122	109.876	110.970	110.698	111.110	109.867	110.953
2010/12/02 17:00:00	110.602	111.202	109.987	110.738	110.602	111.195	109.980	110.698
2010/12/01 17:00:00	108.666	110.768	108.424	110.602	108.642	110.764	108.416	110.602
2010/11/30 17:00:00	110.604	110.696	108.344	108.666	110.576	110.690	108.340	108.642
2010/11/29 17:00:00	111.432	111.791	110.261	110.604	111.417	111.784	110.257	110.576
2010/11/26 17:00:00	111.712	111.835	110.559	111.432	111.688	111.829	110.558	111.417
2010/11/25 17:00:00	111.406	111.926	111.022	111.712	111.382	111.919	111.013	111.688
2010/11/24 17:00:00	111.158	111.785	110.321	111.406	111.142	111.782	110.312	111.382
2010/11/23 17:00:00	113.558	113.674	110.752	111.158	113.541	113.672	110.746	111.142
2010/11/22 17:00:00	114.247	114.953	113.256	113.558	114.230	114.943	113.250	113.541
2010/11/19 17:00:00	113.946	114.320	113.534	114.247	113.939	114.312	113.527	114.230
2010/11/18 17:00:00	112.556	114.098	112.527	113.946	112.551	114.092	112.512	113.939
2010/11/17 17:00:00	112.370	112.790	112.332	112.556	112.373	112.790	112.308	112.551
2010/11/16 17:00:00	112.894	113.450	112.274	112.370	112.865	113.450	112.269	112.373
2010/11/15 17:00:00	113.090	113.643	112.604	112.894	113.030	113.638	112.598	112.865
2010/11/12 17:00:00	112.751	113.395	111.046	112.890	112.727	113.390	111.045	112.863
2010/11/11 17:00:00	113.414	113.545	112.522	112.751	113.390	113.538	112.516	112.727
2010/11/10 17:00:00	112.526	113.795	112.232	113.414	112.502	113.789	112.224	113.390
2010/11/09 17:00:00	113.020	113.112	111.729	112.526	113.003	113.089	111.722	112.502
2010/11/08 17:00:00	114.147	114.316	112.670	113.020	114.132	114.298	112.664	113.003
2010/11/05 17:00:00	114.730	115.052	113.904	114.147	114.706	115.050	113.900	114.132
2010/11/04 17:00:00	114.648	115.432	114.046	114.730	114.626	115.423	114.038	114.706
2010/11/03 17:00:00	113.156	114.950	112.832	114.648	113.132	114.900	112.822	114.626
2010/11/02 17:00:00	111.868	113.485	111.788	113.156	111.849	113.483	111.761	113.132
2010/11/01 17:00:00	111.989	113.316	111.796	111.868	111.970	113.296	111.788	111.849
2010/10/29 17:00:00	112.874	112.984	111.526	111.989	112.856	112.976	111.525	111.970
2010/10/28 17:00:00	112.579	112.980	112.190	112.874	112.547	112.976	112.187	112.856
2010/10/27 17:00:00	112.869	113.194	112.223	112.579	112.851	113.191	112.220	112.547
2010/10/26 17:00:00	112.856	113.280	112.416	112.869	112.846	113.279	112.407	112.851
2010/10/25 17:00:00	113.349	113.791	112.552	112.856	113.322	113.784	112.548	112.846
2010/10/22 17:00:00	113.231	113.551	112.598	113.349	113.210	113.551	112.589	113.322
2010/10/21 17:00:00	113.246	113.939	112.815	113.231	113.222	113.936	112.805	113.210
2010/10/20 17:00:00	112.003	113.382	111.567	113.246	111.982	113.377	111.554	113.222
2010/10/19 17:00:00	113.257	113.671	111.813	112.003	113.233	113.658	111.805	111.982
2010/10/18 17:00:00	113.774	113.929	112.406	113.257	113.755	113.838	112.402	113.233
2010/10/15 17:00:00	114.762	114.775	113.560	113.774	114.747	114.754	113.550	113.755
2010/10/14 17:00:00	114.198	114.789	113.999	114.762	114.198	114.785	113.994	114.747
2010/10/13 17:00:00	113.803	114.699	113.747	114.198	113.779	114.693	113.727	114.198
2010/10/12 17:00:00	113.901	114.185	112.854	113.803	113.877	114.181	112.847	113.779
2010/10/11 17:00:00	114.457	114.751	113.839	113.901	114.434	114.739	113.830	113.877
2010/10/08 17:00:00	114.779	114.956	113.666	114.457	114.755	114.952	113.659	114.434
2010/10/07 17:00:00	115.530	115.685	114.252	114.779	115.522	115.688	114.246	114.755
2010/10/06 17:00:00	115.155	115.650	114.694	115.530	115.151	115.645	114.628	115.522
2010/10/05 17:00:00	114.095	115.354	113.892	115.155	114.073	115.350	113.887	115.151
2010/10/04 17:00:00	114.783	115.294	113.756	114.095	114.773	115.286	113.748	114.073
2010/10/01 17:00:00	113.895	114.868	113.761	114.783	113.871	114.860	113.752	114.773
2010/09/30 17:00:00	114.073	114.226	112.981	113.895	114.049	114.224	112.974	113.871
2010/09/29 17:00:00	113.939	114.190	113.493	114.073	113.931	114.184	113.485	114.049
2010/09/28 17:00:00	113.424	114.027	112.672	113.939	113.406	114.024	112.669	113.931
2010/09/27 17:00:00	113.688	113.809	113.069	113.424	113.678	113.780	113.064	113.406
2010/09/24 17:00:00	112.365	113.776	112.280	113.688	112.341	113.780	112.270	113.678
2010/09/23 17:00:00	113.268	113.429	112.170	112.365	113.244	113.425	112.157	112.341
2010/09/22 17:00:00	112.880	113.530	112.559	113.268	112.856	113.525	112.555	113.244
2010/09/21 17:00:00	111.944	112.940	111.470	112.880	111.918	112.937	111.465	112.856
2010/09/20 17:00:00	111.891	112.364	111.700	111.944	111.866	112.357	111.695	111.918
2010/09/17 17:00:00	112.190	112.985	111.601	111.891	112.168	112.983	111.594	111.866
2010/09/16 17:00:00	111.561	112.400	110.657	112.190	111.548	112.394	110.651	112.168
2010/09/15 17:00:00	107.941	111.606	107.735	111.561	107.946	111.600	107.723	111.548
2010/09/14 17:00:00	107.849	108.254	106.773	107.941	107.825	108.246	106.765	107.946
2010/09/13 17:00:00	106.995	107.942	106.995	107.849	106.987	107.939	106.943	107.825
2010/09/10 17:00:00	106.370	107.385	106.254	106.995	106.353	107.378	106.246	106.987
2010/09/09 17:00:00	106.708	106.952	105.971	106.370	106.680	106.948	105.962	106.353
2010/09/08 17:00:00	106.331	107.124	105.803	106.708	106.311	107.120	105.797	106.680
2010/09/07 17:00:00	108.461	108.509	106.268	106.331	108.410	108.455	106.258	106.311
2010/09/06 17:00:00	108.874	108.963	108.276	108.461	108.866	108.957	108.275	108.410
2010/09/03 17:00:00	108.091	109.564	107.924	108.874	108.075	109.558	107.916	108.866
2010/09/02 17:00:00	108.164	108.319	107.463	108.091	108.149	108.312	107.450	108.075
2010/09/01 17:00:00	106.773	108.629	106.591	108.164	106.758	108.618	106.581	108.149
2010/08/31 17:00:00	107.143	107.779	106.182	106.773	107.143	107.775	106.174	106.758
2010/08/30 17:00:00	108.688	109.564	107.033	107.143	108.658	109.560	107.020	107.143
2010/08/27 17:00:00	107.392	108.899	106.992	108.688	107.373	108.895	106.984	108.658
2010/08/26 17:00:00	107.036	108.020	107.036	107.392	107.047	108.014	107.013	107.373
2010/08/25 17:00:00	105.962	107.645	105.919	107.036	105.941	107.640	105.893	107.047
2010/08/24 17:00:00	107.802	107.832	105.432	105.962	107.778	107.801	105.425	105.941
2010/08/23 17:00:00	108.848	108.876	107.712	107.802	108.825	108.857	107.710	107.778
2010/08/20 17:00:00	109.496	109.630	108.250	108.848	109.482	109.620	108.245	108.825
2010/08/19 17:00:00	109.846	110.136	109.211	109.496	109.826	110.129	109.205	109.482
2010/08/18 17:00:00	110.212	110.346	109.593	109.846	110.188	110.336	109.586	109.826
2010/08/17 17:00:00	109.468	110.438	109.075	110.212	109.434	110.435	109.062	110.188
2010/08/16 17:00:00	110.050	110.282	109.166	109.468	110.032	110.279	109.161	109.434
2010/08/13 17:00:00	110.192	111.121	109.544	110.050	110.172	111.117	109.540	110.032
2010/08/12 17:00:00	109.754	110.895	109.236	110.192	109.736	110.889	109.229	110.172
2010/08/11 17:00:00	112.586	112.622	109.658	109.754	112.566	112.615	109.644	109.736
2010/08/10 17:00:00	113.639	113.752	112.295	112.586	113.615	113.745	112.284	112.566
2010/08/09 17:00:00	113.542	113.947	113.298	113.639	113.520	113.940	113.275	113.615
2010/08/06 17:00:00	113.206	113.713	112.570	113.542	113.180	113.703	112.567	113.520
2010/08/05 17:00:00	113.560	113.913	112.770	113.206	113.536	113.910	112.761	113.180
2010/08/04 17:00:00	113.507	113.688	112.715	113.560	113.488	113.677	112.705	113.536
2010/08/03 17:00:00	113.993	114.152	113.110	113.507	113.997	114.145	113.107	113.488
2010/08/02 17:00:00	112.646	114.190	112.646	113.993	112.625	114.188	112.625	113.997
2010/07/30 17:00:00	113.524	113.821	112.030	112.646	113.502	113.799	112.024	112.625
2010/07/29 17:00:00	113.674	114.237	113.185	113.524	113.655	114.230	113.173	113.502
2010/07/28 17:00:00	114.250	114.748	113.216	113.674	114.230	114.740	113.204	113.655
2010/07/27 17:00:00	112.902	114.428	112.794	114.250	112.881	114.423	112.787	114.230
2010/07/26 17:00:00	112.828	113.483	112.219	112.902	112.813	113.476	112.212	112.881
2010/07/23 17:00:00	112.104	113.011	111.595	112.828	112.084	113.010	111.586	112.813
2010/07/22 17:00:00	111.034	112.750	110.018	112.104	111.004	112.743	110.013	112.084
2010/07/21 17:00:00	112.719	112.841	110.787	111.034	112.699	112.841	110.778	111.004
2010/07/20 17:00:00	112.204	113.351	111.463	112.719	112.187	113.349	111.454	112.699
2010/07/19 17:00:00	112.091	113.071	111.440	112.204	112.070	113.069	111.440	112.187
2010/07/16 17:00:00	113.179	113.355	111.542	112.091	113.166	113.356	111.537	112.070
2010/07/15 17:00:00	112.676	113.400	111.832	113.179	112.652	113.382	111.825	113.166
2010/07/14 17:00:00	112.916	113.290	112.034	112.676	112.892	113.283	112.028	112.652
2010/07/13 17:00:00	111.632	112.939	110.691	112.916	111.612	112.934	110.679	112.892
2010/07/12 17:00:00	112.077	112.430	111.138	111.632	112.057	112.393	111.135	111.612
2010/07/09 17:00:00	112.176	112.678	111.535	112.077	112.137	112.673	111.530	112.057
2010/07/08 17:00:00	110.853	112.517	110.737	112.176	110.836	112.510	110.727	112.137
2010/07/07 17:00:00	110.511	110.954	109.320	110.853	110.497	110.949	109.309	110.836
2010/07/06 17:00:00	110.040	110.856	109.155	110.511	110.026	110.849	109.146	110.497
2010/07/05 17:00:00	110.200	110.436	109.712	110.040	110.184	110.430	109.701	110.026
2010/07/02 17:00:00	109.733	110.728	109.474	110.200	109.709	110.723	109.464	110.184
2010/07/01 17:00:00	108.246	109.829	107.506	109.733	108.221	109.824	107.498	109.709
2010/06/30 17:00:00	108.006	109.128	107.694	108.246	107.976	109.125	107.684	108.221
2010/06/29 17:00:00	109.730	109.875	107.324	108.006	109.705	109.866	107.312	107.976
2010/06/28 17:00:00	110.653	110.818	109.602	109.730	110.631	110.810	109.597	109.705
2010/06/25 17:00:00	110.549	110.890	109.587	110.653	110.517	110.885	109.580	110.631
2010/06/24 17:00:00	110.579	111.020	109.539	110.549	110.552	111.015	109.533	110.517
2010/06/23 17:00:00	111.150	111.376	109.900	110.579	111.117	111.370	109.892	110.552
2010/06/22 17:00:00	112.203	112.476	110.861	111.150	112.193	112.475	110.851	111.117
2010/06/21 17:00:00	112.253	113.419	111.851	112.203	112.275	113.411	111.840	112.193
2010/06/18 17:00:00	112.713	112.788	111.901	112.253	112.735	112.810	111.923	112.275
2010/06/17 17:00:00	112.529	113.169	111.615	112.713	112.551	113.191	111.637	112.735
2010/06/16 17:00:00	112.752	113.299	111.695	112.529	112.774	113.321	111.717	112.551
2010/06/15 17:00:00	111.883	113.032	110.837	112.752	111.905	113.054	110.859	112.774
2010/06/14 17:00:00	110.843	112.848	110.843	111.883	110.865	112.870	110.865	111.905
2010/06/11 17:00:00	110.732	111.374	110.263	110.843	110.754	111.396	110.285	110.865
2010/06/10 17:00:00	109.330	110.831	108.952	110.732	109.352	110.853	108.974	110.754
2010/06/09 17:00:00	109.452	110.578	108.828	109.330	109.474	110.600	108.850	109.352
2010/06/08 17:00:00	108.909	110.038	108.299	109.452	108.931	110.060	108.321	109.474
2010/06/07 17:00:00	109.715	110.291	108.043	108.909	109.737	110.313	108.065	108.931
2010/06/04 17:00:00	112.724	113.347	109.372	109.715	112.746	113.369	109.394	109.737
2010/06/03 17:00:00	112.801	114.134	112.097	112.724	112.823	114.156	112.119	112.746
2010/06/02 17:00:00	111.180	113.044	110.973	112.801	111.202	113.066	110.995	112.823
2010/06/01 17:00:00	112.318	112.843	109.729	111.180	112.282	112.865	109.751	111.202
2010/05/31 17:00:00	111.537	112.935	111.537	112.318	111.513	112.929	111.513	112.282
2010/05/28 17:00:00	112.555	113.690	111.360	111.537	112.527	113.688	111.350	111.513
2010/05/27 17:00:00	109.523	112.776	109.201	112.555	109.508	112.773	109.191	112.527
2010/05/26 17:00:00	111.421	111.987	109.420	109.523	111.332	111.974	109.410	109.508
2010/05/25 17:00:00	111.717	111.803	108.837	111.421	111.698	111.707	108.832	111.332
2010/05/24 17:00:00	113.134	113.437	111.237	111.717	113.109	113.377	111.228	111.698
2010/05/21 17:00:00	112.002	114.421	111.054	113.134	111.959	114.405	111.010	113.109
2010/05/20 17:00:00	113.887	114.139	109.470	112.002	113.818	114.122	109.461	111.959
2010/05/19 17:00:00	112.586	113.967	110.867	113.887	112.546	113.960	110.857	113.818
2010/05/18 17:00:00	114.786	115.493	112.097	112.586	114.746	115.492	112.084	112.546
2010/05/17 17:00:00	114.354	114.917	112.466	114.786	114.330	114.910	112.466	114.746
2010/05/14 17:00:00	116.278	117.033	113.507	114.354	116.241	117.021	113.499	114.330
2010/05/13 17:00:00	117.643	118.745	116.050	116.278	117.604	118.731	116.040	116.241
2010/05/12 17:00:00	117.339	118.432	116.570	117.643	117.262	118.428	116.564	117.604
2010/05/11 17:00:00	119.313	119.436	116.913	117.339	119.269	119.424	116.895	117.262
2010/05/10 17:00:00	116.370	122.298	116.370	119.313	116.353	122.288	116.353	119.269
2010/05/07 17:00:00	114.439	118.894	113.655	116.370	114.270	118.740	113.591	116.353
2010/05/06 17:00:00	120.233	120.731	110.667	114.439	120.196	120.721	110.564	114.270
2010/05/05 17:00:00	122.795	123.395	119.956	120.233	122.756	123.385	119.949	120.196
2010/05/04 17:00:00	124.767	125.459	122.636	122.795	124.744	125.448	122.631	122.756
2010/05/03 17:00:00	125.098	125.541	124.004	124.767	125.079	125.425	123.989	124.744
2010/04/30 17:00:00	124.438	125.967	124.331	125.098	124.408	125.957	124.306	125.079
2010/04/29 17:00:00	124.334	124.887	123.766	124.438	124.295	124.884	123.749	124.408
2010/04/28 17:00:00	122.873	124.925	122.372	124.334	122.873	124.919	122.362	124.295
2010/04/27 17:00:00	125.752	125.988	122.567	122.873	125.713	125.972	122.555	122.873
2010/04/26 17:00:00	125.766	126.314	125.065	125.752	125.744	126.305	125.048	125.713
2010/04/23 17:00:00	124.304	126.062	123.419	125.766	124.264	126.050	123.410	125.744
2010/04/22 17:00:00	124.796	125.184	123.319	124.304	124.753	125.175	123.310	124.264
2010/04/21 17:00:00	125.256	125.555	124.280	124.796	125.215	125.534	124.275	124.753
2010/04/20 17:00:00	124.657	125.634	124.489	125.256	124.615	125.625	124.480	125.215
2010/04/19 17:00:00	124.438	124.688	123.161	124.657	124.419	124.664	123.147	124.615
2010/04/16 17:00:00	126.300	126.436	123.869	124.438	126.255	126.420	123.860	124.419
2010/04/15 17:00:00	127.315	127.677	125.833	126.300	127.270	127.668	125.830	126.255
2010/04/14 17:00:00	126.900	127.690	126.787	127.315	126.855	127.681	126.778	127.270
