日時	"GBP/AUD(始値, 買い)"	"GBP/AUD(高値, 買い)"	"GBP/AUD(安値, 買い)"	"GBP/AUD(終値, 買い)"	"GBP/AUD(始値, 売り)*"	"GBP/AUD(高値, 売り)*"	"GBP/AUD(安値, 売り)*"	"GBP/AUD(終値, 売り)*"
2016/10/23 22:30:00	1.60429	1.60462	1.60353	1.60400	1.60413	1.60439	1.60331	1.60379
2016/10/23 22:15:00	1.60402	1.60552	1.60377	1.60429	1.60386	1.60539	1.60359	1.60413
2016/10/23 22:00:00	1.60482	1.60519	1.60379	1.60402	1.60466	1.60501	1.60363	1.60386
2016/10/23 21:45:00	1.60539	1.60598	1.60475	1.60482	1.60524	1.60582	1.60459	1.60466
2016/10/23 21:30:00	1.60462	1.60656	1.60345	1.60539	1.60446	1.60636	1.60329	1.60524
2016/10/23 21:15:00	1.60416	1.60539	1.60413	1.60462	1.60394	1.60525	1.60393	1.60446
2016/10/23 21:00:00	1.60440	1.60452	1.60312	1.60416	1.60421	1.60433	1.60302	1.60394
2016/10/23 20:45:00	1.60489	1.60520	1.60373	1.60440	1.60471	1.60503	1.60356	1.60421
2016/10/23 20:30:00	1.60574	1.60575	1.60471	1.60489	1.60558	1.60560	1.60455	1.60471
2016/10/23 20:15:00	1.60608	1.60635	1.60537	1.60574	1.60587	1.60614	1.60518	1.60558
2016/10/23 20:00:00	1.60727	1.60793	1.60599	1.60608	1.60706	1.60776	1.60580	1.60587
2016/10/23 19:45:00	1.60636	1.60733	1.60634	1.60727	1.60615	1.60714	1.60613	1.60706
2016/10/23 19:30:00	1.60616	1.60664	1.60587	1.60636	1.60598	1.60642	1.60571	1.60615
2016/10/23 19:15:00	1.60648	1.60722	1.60604	1.60616	1.60626	1.60702	1.60587	1.60598
2016/10/23 19:00:00	1.60731	1.60757	1.60622	1.60648	1.60704	1.60740	1.60605	1.60626
2016/10/23 18:45:00	1.60705	1.60748	1.60661	1.60731	1.60672	1.60722	1.60627	1.60704
2016/10/23 18:30:00	1.60764	1.60773	1.60688	1.60705	1.60728	1.60731	1.60652	1.60672
2016/10/23 18:15:00	1.60712	1.60764	1.60704	1.60764	1.60665	1.60728	1.60658	1.60728
2016/10/23 18:00:00	1.60792	1.60792	1.60702	1.60712	1.60655	1.60730	1.60637	1.60665
2016/10/23 17:45:00	1.60750	1.60838	1.60732	1.60792	1.60611	1.60755	1.60609	1.60655
2016/10/23 17:30:00	1.60699	1.60750	1.60682	1.60750	1.60563	1.60612	1.60547	1.60611
2016/10/23 17:15:00	1.60757	1.60771	1.60669	1.60699	1.60606	1.60621	1.60532	1.60563
2016/10/23 17:00:00	1.60792	1.60837	1.60641	1.60757	1.60417	1.60679	1.60412	1.60606
2016/10/21 16:45:00	1.60779	1.60890	1.60747	1.60888	1.60743	1.60826	1.60687	1.60713
2016/10/21 16:30:00	1.60842	1.60890	1.60779	1.60779	1.60808	1.60855	1.60743	1.60743
2016/10/21 16:15:00	1.60807	1.60857	1.60773	1.60842	1.60771	1.60824	1.60737	1.60808
2016/10/21 16:00:00	1.60815	1.60870	1.60777	1.60807	1.60797	1.60838	1.60741	1.60771
2016/10/21 15:45:00	1.60666	1.60832	1.60662	1.60815	1.60648	1.60813	1.60644	1.60797
2016/10/21 15:30:00	1.60788	1.60837	1.60654	1.60666	1.60770	1.60819	1.60636	1.60648
2016/10/21 15:15:00	1.60751	1.60840	1.60730	1.60788	1.60733	1.60824	1.60713	1.60770
2016/10/21 15:00:00	1.60815	1.60911	1.60690	1.60751	1.60798	1.60893	1.60671	1.60733
2016/10/21 14:45:00	1.60878	1.60968	1.60815	1.60815	1.60860	1.60951	1.60798	1.60798
2016/10/21 14:30:00	1.60933	1.60973	1.60878	1.60878	1.60918	1.60960	1.60860	1.60860
2016/10/21 14:15:00	1.60960	1.60975	1.60918	1.60933	1.60942	1.60960	1.60905	1.60918
2016/10/21 14:00:00	1.61017	1.61072	1.60946	1.60960	1.61011	1.61059	1.60933	1.60942
2016/10/21 13:45:00	1.61053	1.61092	1.60961	1.61017	1.61037	1.61077	1.60952	1.61011
2016/10/21 13:30:00	1.61028	1.61077	1.61018	1.61053	1.61011	1.61062	1.61003	1.61037
2016/10/21 13:15:00	1.61035	1.61062	1.60993	1.61028	1.61019	1.61044	1.60978	1.61011
2016/10/21 13:00:00	1.61038	1.61091	1.60955	1.61035	1.61023	1.61075	1.60941	1.61019
2016/10/21 12:45:00	1.61053	1.61103	1.60965	1.61038	1.61038	1.61086	1.60950	1.61023
2016/10/21 12:30:00	1.60849	1.61082	1.60823	1.61053	1.60837	1.61058	1.60810	1.61038
2016/10/21 12:15:00	1.60799	1.60968	1.60762	1.60849	1.60783	1.60954	1.60746	1.60837
2016/10/21 12:00:00	1.60725	1.60804	1.60604	1.60799	1.60713	1.60790	1.60591	1.60783
2016/10/21 11:45:00	1.60666	1.60725	1.60590	1.60725	1.60663	1.60713	1.60577	1.60713
2016/10/21 11:30:00	1.60752	1.60855	1.60660	1.60666	1.60739	1.60841	1.60651	1.60663
2016/10/21 11:15:00	1.60630	1.60818	1.60600	1.60752	1.60619	1.60810	1.60591	1.60739
2016/10/21 11:00:00	1.60478	1.60642	1.60425	1.60630	1.60467	1.60631	1.60413	1.60619
2016/10/21 10:45:00	1.60542	1.60598	1.60364	1.60478	1.60535	1.60587	1.60351	1.60467
2016/10/21 10:30:00	1.60468	1.60572	1.60414	1.60542	1.60455	1.60560	1.60403	1.60535
2016/10/21 10:15:00	1.60460	1.60529	1.60384	1.60468	1.60450	1.60521	1.60370	1.60455
2016/10/21 10:00:00	1.60374	1.60523	1.60350	1.60460	1.60356	1.60509	1.60338	1.60450
2016/10/21 09:45:00	1.60240	1.60484	1.60190	1.60374	1.60227	1.60473	1.60176	1.60356
2016/10/21 09:30:00	1.60153	1.60371	1.60136	1.60240	1.60141	1.60358	1.60127	1.60227
2016/10/21 09:15:00	1.60069	1.60175	1.60040	1.60153	1.60060	1.60160	1.60026	1.60141
2016/10/21 09:00:00	1.59983	1.60176	1.59949	1.60069	1.59971	1.60164	1.59935	1.60060
2016/10/21 08:45:00	1.59891	1.59986	1.59817	1.59983	1.59877	1.59979	1.59805	1.59971
2016/10/21 08:30:00	1.59749	1.59954	1.59719	1.59891	1.59737	1.59943	1.59706	1.59877
2016/10/21 08:15:00	1.59751	1.59776	1.59592	1.59749	1.59739	1.59767	1.59574	1.59737
2016/10/21 08:00:00	1.59926	1.59926	1.59573	1.59751	1.59915	1.59915	1.59579	1.59739
2016/10/21 07:45:00	1.59958	1.60023	1.59903	1.59926	1.59947	1.60014	1.59892	1.59915
2016/10/21 07:30:00	1.59995	1.60033	1.59867	1.59958	1.59983	1.60022	1.59856	1.59947
2016/10/21 07:15:00	1.59891	1.59999	1.59868	1.59995	1.59878	1.59989	1.59856	1.59983
2016/10/21 07:00:00	1.59935	1.60012	1.59868	1.59891	1.59921	1.60005	1.59857	1.59878
2016/10/21 06:45:00	1.60192	1.60198	1.59848	1.59935	1.60177	1.60189	1.59837	1.59921
2016/10/21 06:30:00	1.60275	1.60326	1.60152	1.60192	1.60261	1.60314	1.60138	1.60177
2016/10/21 06:15:00	1.60251	1.60294	1.60199	1.60275	1.60238	1.60279	1.60185	1.60261
2016/10/21 06:00:00	1.60186	1.60272	1.60140	1.60251	1.60174	1.60260	1.60127	1.60238
2016/10/21 05:45:00	1.60103	1.60238	1.60089	1.60186	1.60095	1.60227	1.60082	1.60174
2016/10/21 05:30:00	1.60227	1.60244	1.60082	1.60103	1.60219	1.60232	1.60072	1.60095
2016/10/21 05:15:00	1.60197	1.60284	1.60174	1.60227	1.60182	1.60277	1.60163	1.60219
2016/10/21 05:00:00	1.60298	1.60304	1.60175	1.60197	1.60286	1.60291	1.60166	1.60182
2016/10/21 04:45:00	1.60250	1.60340	1.60223	1.60298	1.60241	1.60331	1.60212	1.60286
2016/10/21 04:30:00	1.60127	1.60276	1.60025	1.60250	1.60115	1.60264	1.60014	1.60241
2016/10/21 04:15:00	1.60055	1.60151	1.60026	1.60127	1.60041	1.60144	1.60012	1.60115
2016/10/21 04:00:00	1.60185	1.60197	1.59978	1.60055	1.60168	1.60183	1.59964	1.60041
2016/10/21 03:45:00	1.60181	1.60207	1.60029	1.60185	1.60168	1.60191	1.60018	1.60168
2016/10/21 03:30:00	1.60141	1.60230	1.60107	1.60181	1.60124	1.60221	1.60093	1.60168
2016/10/21 03:15:00	1.60203	1.60227	1.60090	1.60141	1.60193	1.60211	1.60074	1.60124
2016/10/21 03:00:00	1.60193	1.60308	1.60121	1.60203	1.60177	1.60295	1.60110	1.60193
2016/10/21 02:45:00	1.60293	1.60318	1.60138	1.60193	1.60277	1.60301	1.60123	1.60177
2016/10/21 02:30:00	1.60251	1.60318	1.60147	1.60293	1.60231	1.60307	1.60140	1.60277
2016/10/21 02:15:00	1.60196	1.60399	1.60184	1.60251	1.60192	1.60385	1.60173	1.60231
2016/10/21 02:00:00	1.60272	1.60338	1.60127	1.60196	1.60251	1.60323	1.60106	1.60192
2016/10/21 01:45:00	1.60245	1.60285	1.60184	1.60272	1.60224	1.60269	1.60169	1.60251
2016/10/21 01:30:00	1.60234	1.60302	1.60192	1.60245	1.60211	1.60283	1.60175	1.60224
2016/10/21 01:15:00	1.60315	1.60328	1.60133	1.60234	1.60296	1.60310	1.60117	1.60211
2016/10/21 01:00:00	1.60426	1.60426	1.60314	1.60315	1.60410	1.60412	1.60296	1.60296
2016/10/21 00:45:00	1.60377	1.60460	1.60357	1.60426	1.60359	1.60444	1.60338	1.60410
2016/10/21 00:30:00	1.60361	1.60476	1.60329	1.60377	1.60347	1.60461	1.60315	1.60359
2016/10/21 00:15:00	1.60356	1.60429	1.60340	1.60361	1.60341	1.60414	1.60325	1.60347
2016/10/21 00:00:00	1.60408	1.60445	1.60345	1.60356	1.60393	1.60434	1.60331	1.60341
2016/10/20 23:45:00	1.60469	1.60480	1.60381	1.60408	1.60455	1.60465	1.60367	1.60393
2016/10/20 23:30:00	1.60422	1.60484	1.60396	1.60469	1.60407	1.60470	1.60381	1.60455
2016/10/20 23:15:00	1.60409	1.60451	1.60387	1.60422	1.60390	1.60437	1.60368	1.60407
2016/10/20 23:00:00	1.60367	1.60530	1.60363	1.60409	1.60343	1.60514	1.60342	1.60390
2016/10/20 22:45:00	1.60470	1.60483	1.60326	1.60367	1.60452	1.60463	1.60302	1.60343
2016/10/20 22:30:00	1.60533	1.60597	1.60468	1.60470	1.60511	1.60581	1.60449	1.60452
2016/10/20 22:15:00	1.60594	1.60608	1.60518	1.60533	1.60571	1.60591	1.60496	1.60511
2016/10/20 22:00:00	1.60574	1.60635	1.60491	1.60594	1.60560	1.60612	1.60468	1.60571
2016/10/20 21:45:00	1.60549	1.60639	1.60485	1.60574	1.60528	1.60625	1.60471	1.60560
2016/10/20 21:30:00	1.60557	1.60563	1.60492	1.60549	1.60535	1.60543	1.60475	1.60528
2016/10/20 21:15:00	1.60521	1.60584	1.60498	1.60557	1.60498	1.60566	1.60480	1.60535
2016/10/20 21:00:00	1.60447	1.60573	1.60441	1.60521	1.60424	1.60551	1.60418	1.60498
2016/10/20 20:45:00	1.60503	1.60561	1.60445	1.60447	1.60483	1.60553	1.60422	1.60424
2016/10/20 20:30:00	1.60490	1.60534	1.60437	1.60503	1.60478	1.60512	1.60417	1.60483
2016/10/20 20:15:00	1.60681	1.60681	1.60444	1.60490	1.60656	1.60656	1.60426	1.60478
2016/10/20 20:00:00	1.60586	1.60702	1.60575	1.60681	1.60559	1.60682	1.60549	1.60656
2016/10/20 19:45:00	1.60617	1.60630	1.60564	1.60586	1.60595	1.60612	1.60537	1.60559
2016/10/20 19:30:00	1.60585	1.60687	1.60574	1.60617	1.60561	1.60661	1.60551	1.60595
2016/10/20 19:15:00	1.60623	1.60691	1.60583	1.60585	1.60598	1.60673	1.60558	1.60561
2016/10/20 19:00:00	1.60690	1.60690	1.60620	1.60623	1.60665	1.60665	1.60598	1.60598
2016/10/20 18:45:00	1.60623	1.60692	1.60621	1.60690	1.60590	1.60669	1.60587	1.60665
2016/10/20 18:30:00	1.60649	1.60668	1.60615	1.60623	1.60615	1.60635	1.60581	1.60590
2016/10/20 18:15:00	1.60672	1.60684	1.60620	1.60649	1.60623	1.60649	1.60589	1.60615
2016/10/20 18:00:00	1.60689	1.60732	1.60628	1.60672	1.60624	1.60685	1.60576	1.60623
2016/10/20 17:45:00	1.60594	1.60719	1.60587	1.60689	1.60515	1.60654	1.60514	1.60624
2016/10/20 17:30:00	1.60725	1.60770	1.60594	1.60594	1.60660	1.60709	1.60513	1.60515
2016/10/20 17:15:00	1.60904	1.60904	1.60718	1.60725	1.60849	1.60849	1.60659	1.60660
2016/10/20 17:00:00	1.60757	1.60926	1.60680	1.60904	1.60590	1.60862	1.60571	1.60849
2016/10/20 16:45:00	1.60655	1.60757	1.60632	1.60757	1.60632	1.60692	1.60588	1.60590
2016/10/20 16:30:00	1.60700	1.60746	1.60644	1.60655	1.60680	1.60723	1.60622	1.60632
2016/10/20 16:15:00	1.60685	1.60705	1.60586	1.60700	1.60666	1.60689	1.60564	1.60680
2016/10/20 16:00:00	1.60643	1.60700	1.60617	1.60685	1.60624	1.60682	1.60599	1.60666
2016/10/20 15:45:00	1.60679	1.60684	1.60559	1.60643	1.60663	1.60665	1.60542	1.60624
2016/10/20 15:30:00	1.60692	1.60694	1.60635	1.60679	1.60673	1.60678	1.60619	1.60663
2016/10/20 15:15:00	1.60583	1.60701	1.60574	1.60692	1.60580	1.60689	1.60559	1.60673
2016/10/20 15:00:00	1.60660	1.60687	1.60565	1.60583	1.60655	1.60674	1.60547	1.60580
2016/10/20 14:45:00	1.60611	1.60699	1.60582	1.60660	1.60599	1.60682	1.60565	1.60655
2016/10/20 14:30:00	1.60611	1.60627	1.60553	1.60611	1.60595	1.60610	1.60536	1.60599
2016/10/20 14:15:00	1.60559	1.60629	1.60553	1.60611	1.60543	1.60611	1.60537	1.60595
2016/10/20 14:00:00	1.60658	1.60663	1.60553	1.60559	1.60639	1.60644	1.60536	1.60543
2016/10/20 13:45:00	1.60655	1.60775	1.60634	1.60658	1.60638	1.60760	1.60618	1.60639
2016/10/20 13:30:00	1.60644	1.60658	1.60559	1.60655	1.60627	1.60640	1.60544	1.60638
2016/10/20 13:15:00	1.60700	1.60720	1.60566	1.60644	1.60681	1.60702	1.60560	1.60627
2016/10/20 13:00:00	1.60807	1.60825	1.60649	1.60700	1.60797	1.60815	1.60641	1.60681
2016/10/20 12:45:00	1.60640	1.60808	1.60603	1.60807	1.60622	1.60798	1.60589	1.60797
2016/10/20 12:30:00	1.60574	1.60658	1.60542	1.60640	1.60558	1.60644	1.60526	1.60622
2016/10/20 12:15:00	1.60640	1.60641	1.60492	1.60574	1.60630	1.60637	1.60477	1.60558
2016/10/20 12:00:00	1.60399	1.60656	1.60398	1.60640	1.60386	1.60642	1.60383	1.60630
2016/10/20 11:45:00	1.60409	1.60412	1.60345	1.60399	1.60396	1.60404	1.60338	1.60386
2016/10/20 11:30:00	1.60406	1.60442	1.60306	1.60409	1.60393	1.60429	1.60300	1.60396
2016/10/20 11:15:00	1.60490	1.60564	1.60331	1.60406	1.60478	1.60551	1.60322	1.60393
2016/10/20 11:00:00	1.60428	1.60558	1.60376	1.60490	1.60417	1.60547	1.60361	1.60478
2016/10/20 10:45:00	1.60379	1.60460	1.60180	1.60428	1.60362	1.60446	1.60172	1.60417
2016/10/20 10:30:00	1.60235	1.60379	1.60226	1.60379	1.60221	1.60363	1.60216	1.60362
2016/10/20 10:15:00	1.60027	1.60359	1.60019	1.60235	1.60014	1.60343	1.60005	1.60221
2016/10/20 10:00:00	1.59839	1.60064	1.59726	1.60027	1.59808	1.60054	1.59718	1.60014
2016/10/20 09:45:00	1.59642	1.59881	1.59628	1.59839	1.59628	1.59867	1.59612	1.59808
2016/10/20 09:30:00	1.59448	1.59673	1.59424	1.59642	1.59438	1.59662	1.59408	1.59628
2016/10/20 09:15:00	1.59801	1.59817	1.59428	1.59448	1.59783	1.59805	1.59413	1.59438
2016/10/20 09:00:00	1.59862	1.59879	1.59666	1.59801	1.59845	1.59863	1.59645	1.59783
2016/10/20 08:45:00	1.59764	1.59914	1.59682	1.59862	1.59747	1.59898	1.59671	1.59845
2016/10/20 08:30:00	1.60006	1.60024	1.59541	1.59764	1.59925	1.60002	1.59530	1.59747
2016/10/20 08:15:00	1.59831	1.60040	1.59768	1.60006	1.59815	1.60019	1.59758	1.59925
2016/10/20 08:00:00	1.59849	1.59948	1.59813	1.59831	1.59837	1.59933	1.59798	1.59815
2016/10/20 07:45:00	1.59844	1.59890	1.59721	1.59849	1.59840	1.59866	1.59705	1.59837
2016/10/20 07:30:00	1.59973	1.60019	1.59844	1.59844	1.59968	1.60010	1.59830	1.59840
2016/10/20 07:15:00	1.59904	1.59999	1.59850	1.59973	1.59891	1.59985	1.59840	1.59968
2016/10/20 07:00:00	1.59832	1.59943	1.59799	1.59904	1.59822	1.59932	1.59790	1.59891
2016/10/20 06:45:00	1.60014	1.60017	1.59791	1.59832	1.60001	1.60008	1.59779	1.59822
2016/10/20 06:30:00	1.60104	1.60105	1.59963	1.60014	1.60091	1.60097	1.59950	1.60001
2016/10/20 06:15:00	1.60131	1.60153	1.60081	1.60104	1.60113	1.60135	1.60069	1.60091
2016/10/20 06:00:00	1.60285	1.60289	1.60114	1.60131	1.60279	1.60282	1.60100	1.60113
2016/10/20 05:45:00	1.60196	1.60361	1.60178	1.60285	1.60182	1.60348	1.60168	1.60279
2016/10/20 05:30:00	1.60074	1.60247	1.60058	1.60196	1.60056	1.60241	1.60046	1.60182
2016/10/20 05:15:00	1.59994	1.60132	1.59971	1.60074	1.59980	1.60118	1.59954	1.60056
2016/10/20 05:00:00	1.60036	1.60108	1.59839	1.59994	1.60020	1.60094	1.59820	1.59980
2016/10/20 04:45:00	1.60044	1.60110	1.59965	1.60036	1.60029	1.60100	1.59950	1.60020
2016/10/20 04:30:00	1.60106	1.60181	1.60020	1.60044	1.60076	1.60161	1.60010	1.60029
2016/10/20 04:15:00	1.60163	1.60274	1.60070	1.60106	1.60151	1.60258	1.60053	1.60076
2016/10/20 04:00:00	1.60279	1.60311	1.60141	1.60163	1.60267	1.60298	1.60129	1.60151
2016/10/20 03:45:00	1.60314	1.60364	1.60248	1.60279	1.60300	1.60353	1.60234	1.60267
2016/10/20 03:30:00	1.60260	1.60342	1.60178	1.60314	1.60247	1.60329	1.60172	1.60300
2016/10/20 03:15:00	1.60193	1.60347	1.60179	1.60260	1.60189	1.60335	1.60171	1.60247
2016/10/20 03:00:00	1.60356	1.60391	1.60193	1.60193	1.60343	1.60379	1.60186	1.60189
2016/10/20 02:45:00	1.60182	1.60360	1.60142	1.60356	1.60171	1.60343	1.60130	1.60343
2016/10/20 02:30:00	1.60197	1.60258	1.60065	1.60182	1.60177	1.60244	1.60055	1.60171
2016/10/20 02:15:00	1.60269	1.60277	1.60093	1.60197	1.60254	1.60260	1.60081	1.60177
2016/10/20 02:00:00	1.60014	1.60276	1.59988	1.60269	1.59988	1.60269	1.59971	1.60254
2016/10/20 01:45:00	1.60023	1.60107	1.60006	1.60014	1.60008	1.60092	1.59982	1.59988
2016/10/20 01:30:00	1.60043	1.60076	1.59969	1.60023	1.60030	1.60058	1.59952	1.60008
2016/10/20 01:15:00	1.60158	1.60164	1.60011	1.60043	1.60141	1.60149	1.60005	1.60030
2016/10/20 01:00:00	1.60034	1.60233	1.60034	1.60158	1.60020	1.60216	1.60020	1.60141
2016/10/20 00:45:00	1.60095	1.60102	1.60010	1.60034	1.60076	1.60086	1.59993	1.60020
2016/10/20 00:30:00	1.60173	1.60183	1.60038	1.60095	1.60154	1.60167	1.60024	1.60076
2016/10/20 00:15:00	1.59970	1.60197	1.59938	1.60173	1.59958	1.60184	1.59924	1.60154
2016/10/20 00:00:00	1.60070	1.60070	1.59891	1.59970	1.60053	1.60055	1.59878	1.59958
2016/10/19 23:45:00	1.59816	1.60087	1.59816	1.60070	1.59797	1.60072	1.59796	1.60053
2016/10/19 23:30:00	1.59932	1.59936	1.59793	1.59816	1.59914	1.59919	1.59775	1.59797
2016/10/19 23:15:00	1.59949	1.59984	1.59909	1.59932	1.59931	1.59970	1.59892	1.59914
2016/10/19 23:00:00	1.59940	1.60009	1.59915	1.59949	1.59917	1.59991	1.59898	1.59931
2016/10/19 22:45:00	1.59906	1.59944	1.59850	1.59940	1.59889	1.59927	1.59831	1.59917
2016/10/19 22:30:00	1.59853	1.59944	1.59843	1.59906	1.59833	1.59929	1.59825	1.59889
2016/10/19 22:15:00	1.59787	1.59870	1.59784	1.59853	1.59763	1.59853	1.59759	1.59833
2016/10/19 22:00:00	1.59645	1.59832	1.59617	1.59787	1.59626	1.59814	1.59602	1.59763
2016/10/19 21:45:00	1.59686	1.59764	1.59618	1.59645	1.59666	1.59751	1.59601	1.59626
2016/10/19 21:30:00	1.59713	1.59723	1.59589	1.59686	1.59689	1.59704	1.59570	1.59666
2016/10/19 21:15:00	1.59812	1.59881	1.59705	1.59713	1.59791	1.59864	1.59684	1.59689
2016/10/19 21:00:00	1.59663	1.59847	1.59637	1.59812	1.59645	1.59824	1.59612	1.59791
2016/10/19 20:45:00	1.59451	1.59663	1.59305	1.59663	1.59436	1.59645	1.59293	1.59645
2016/10/19 20:30:00	1.59074	1.59539	1.59056	1.59451	1.58874	1.59514	1.58874	1.59436
2016/10/19 20:15:00	1.59046	1.59077	1.58841	1.59074	1.59025	1.59028	1.58823	1.58874
2016/10/19 20:00:00	1.59137	1.59142	1.59025	1.59046	1.59109	1.59123	1.59009	1.59025
2016/10/19 19:45:00	1.59097	1.59137	1.59068	1.59137	1.59077	1.59110	1.59042	1.59109
2016/10/19 19:30:00	1.59069	1.59121	1.59051	1.59097	1.59047	1.59099	1.59028	1.59077
2016/10/19 19:15:00	1.59072	1.59087	1.59014	1.59069	1.59048	1.59064	1.58987	1.59047
2016/10/19 19:00:00	1.59156	1.59162	1.59048	1.59072	1.59128	1.59136	1.59020	1.59048
2016/10/19 18:45:00	1.59131	1.59156	1.59098	1.59156	1.59102	1.59128	1.59065	1.59128
2016/10/19 18:30:00	1.59136	1.59151	1.59098	1.59131	1.59112	1.59121	1.59069	1.59102
2016/10/19 18:15:00	1.59210	1.59221	1.59120	1.59136	1.59177	1.59192	1.59095	1.59112
2016/10/19 18:00:00	1.59214	1.59240	1.59103	1.59210	1.59155	1.59195	1.59052	1.59177
2016/10/19 17:45:00	1.59245	1.59314	1.59188	1.59214	1.59203	1.59253	1.59131	1.59155
2016/10/19 17:30:00	1.59150	1.59282	1.59150	1.59245	1.59090	1.59223	1.59086	1.59203
2016/10/19 17:15:00	1.59141	1.59185	1.59081	1.59150	1.59054	1.59113	1.59044	1.59090
2016/10/19 17:00:00	1.59161	1.59302	1.59111	1.59141	1.59035	1.59107	1.58921	1.59054
2016/10/19 16:45:00	1.59166	1.59184	1.59083	1.59161	1.59142	1.59157	1.59031	1.59035
2016/10/19 16:30:00	1.59125	1.59225	1.59113	1.59166	1.59109	1.59201	1.59093	1.59142
2016/10/19 16:15:00	1.59138	1.59147	1.59119	1.59125	1.59120	1.59131	1.59102	1.59109
2016/10/19 16:00:00	1.59044	1.59182	1.59042	1.59138	1.59029	1.59170	1.59025	1.59120
2016/10/19 15:45:00	1.59037	1.59091	1.59005	1.59044	1.59019	1.59073	1.58988	1.59029
2016/10/19 15:30:00	1.58985	1.59079	1.58985	1.59037	1.58971	1.59062	1.58969	1.59019
2016/10/19 15:15:00	1.59061	1.59071	1.58985	1.58985	1.59049	1.59055	1.58970	1.58971
2016/10/19 15:00:00	1.59057	1.59106	1.59028	1.59061	1.59041	1.59088	1.59012	1.59049
2016/10/19 14:45:00	1.59110	1.59143	1.59037	1.59057	1.59095	1.59131	1.59025	1.59041
2016/10/19 14:30:00	1.59103	1.59128	1.59009	1.59110	1.59090	1.59111	1.58995	1.59095
2016/10/19 14:15:00	1.59061	1.59112	1.59008	1.59103	1.59044	1.59096	1.58994	1.59090
2016/10/19 14:00:00	1.59036	1.59077	1.58947	1.59061	1.59018	1.59063	1.58933	1.59044
2016/10/19 13:45:00	1.58948	1.59061	1.58923	1.59036	1.58936	1.59047	1.58908	1.59018
2016/10/19 13:30:00	1.59000	1.59011	1.58926	1.58948	1.58986	1.58998	1.58915	1.58936
2016/10/19 13:15:00	1.58942	1.59015	1.58915	1.59000	1.58932	1.59003	1.58902	1.58986
2016/10/19 13:00:00	1.58975	1.59087	1.58912	1.58942	1.58964	1.59076	1.58903	1.58932
2016/10/19 12:45:00	1.58909	1.58979	1.58859	1.58975	1.58903	1.58967	1.58846	1.58964
2016/10/19 12:30:00	1.58861	1.58950	1.58814	1.58909	1.58846	1.58939	1.58802	1.58903
2016/10/19 12:15:00	1.59018	1.59106	1.58826	1.58861	1.59007	1.59088	1.58820	1.58846
2016/10/19 12:00:00	1.59167	1.59173	1.58836	1.59018	1.59156	1.59160	1.58824	1.59007
2016/10/19 11:45:00	1.59446	1.59446	1.59106	1.59167	1.59434	1.59434	1.59094	1.59156
2016/10/19 11:30:00	1.59483	1.59552	1.59364	1.59446	1.59468	1.59537	1.59354	1.59434
2016/10/19 11:15:00	1.59420	1.59636	1.59408	1.59483	1.59404	1.59623	1.59392	1.59468
2016/10/19 11:00:00	1.59827	1.59868	1.59298	1.59420	1.59814	1.59862	1.59288	1.59404
2016/10/19 10:45:00	1.60202	1.60299	1.59817	1.59827	1.60189	1.60294	1.59807	1.59814
2016/10/19 10:30:00	1.60220	1.60364	1.60183	1.60202	1.60206	1.60356	1.60170	1.60189
2016/10/19 10:15:00	1.60275	1.60513	1.60208	1.60220	1.60265	1.60504	1.60196	1.60206
2016/10/19 10:00:00	1.60199	1.60277	1.60125	1.60275	1.60185	1.60269	1.60120	1.60265
2016/10/19 09:45:00	1.60217	1.60312	1.60177	1.60199	1.60209	1.60303	1.60165	1.60185
2016/10/19 09:30:00	1.60299	1.60359	1.60158	1.60217	1.60290	1.60347	1.60150	1.60209
2016/10/19 09:15:00	1.60240	1.60343	1.60212	1.60299	1.60227	1.60330	1.60201	1.60290
2016/10/19 09:00:00	1.60328	1.60402	1.60228	1.60240	1.60316	1.60391	1.60217	1.60227
2016/10/19 08:45:00	1.60193	1.60351	1.60150	1.60328	1.60184	1.60340	1.60139	1.60316
2016/10/19 08:30:00	1.60184	1.60223	1.60063	1.60193	1.60131	1.60195	1.60056	1.60184
2016/10/19 08:15:00	1.60053	1.60190	1.59997	1.60184	1.60038	1.60163	1.59980	1.60131
2016/10/19 08:00:00	1.60043	1.60129	1.60036	1.60053	1.60027	1.60115	1.60020	1.60038
2016/10/19 07:45:00	1.60072	1.60145	1.60008	1.60043	1.60058	1.60134	1.59992	1.60027
2016/10/19 07:30:00	1.60067	1.60174	1.60011	1.60072	1.60053	1.60161	1.59998	1.60058
2016/10/19 07:15:00	1.60255	1.60283	1.60050	1.60067	1.60252	1.60274	1.60037	1.60053
2016/10/19 07:00:00	1.60170	1.60292	1.60113	1.60255	1.60154	1.60289	1.60100	1.60252
2016/10/19 06:45:00	1.60175	1.60273	1.60159	1.60170	1.60162	1.60266	1.60148	1.60154
2016/10/19 06:30:00	1.60246	1.60248	1.60159	1.60175	1.60233	1.60237	1.60153	1.60162
2016/10/19 06:15:00	1.60042	1.60246	1.60007	1.60246	1.60027	1.60235	1.59994	1.60233
2016/10/19 06:00:00	1.60037	1.60071	1.59929	1.60042	1.60022	1.60052	1.59911	1.60027
2016/10/19 05:45:00	1.60198	1.60205	1.59738	1.60037	1.60181	1.60193	1.59715	1.60022
2016/10/19 05:30:00	1.60345	1.60365	1.60176	1.60198	1.60331	1.60350	1.60161	1.60181
