日時	"USD/CZK(始値, 買い)"	"USD/CZK(高値, 買い)"	"USD/CZK(安値, 買い)"	"USD/CZK(終値, 買い)"	"USD/CZK(始値, 売り)*"	"USD/CZK(高値, 売り)*"	"USD/CZK(安値, 売り)*"	"USD/CZK(終値, 売り)*"
2017/01/06 11:15:00	25.5700	25.5930	25.5679	25.5820	25.5652	25.5899	25.5630	25.5780
2017/01/06 11:00:00	25.5591	25.5700	25.5352	25.5700	25.5550	25.5661	25.5310	25.5652
2017/01/06 10:45:00	25.5740	25.5780	25.5342	25.5591	25.5710	25.5740	25.5300	25.5550
2017/01/06 10:30:00	25.6100	25.6130	25.5565	25.5740	25.6050	25.6081	25.5520	25.5710
2017/01/06 10:15:00	25.5670	25.6160	25.5670	25.6100	25.5628	25.6126	25.5628	25.6050
2017/01/06 10:00:00	25.6014	25.6120	25.5578	25.5670	25.5830	25.6083	25.5540	25.5628
2017/01/06 09:45:00	25.5880	25.6014	25.5680	25.6014	25.5841	25.5973	25.5640	25.5830
2017/01/06 09:30:00	25.6480	25.6480	25.5846	25.5880	25.6444	25.6444	25.5810	25.5841
2017/01/06 09:15:00	25.6130	25.6480	25.6000	25.6480	25.6090	25.6452	25.5960	25.6444
2017/01/06 09:00:00	25.6286	25.6470	25.5934	25.6130	25.6240	25.6428	25.5890	25.6090
2017/01/06 08:45:00	25.5740	25.6394	25.5621	25.6286	25.5700	25.6351	25.5570	25.6240
2017/01/06 08:30:00	25.5420	25.6240	25.4460	25.5740	25.4970	25.6193	25.4300	25.5700
2017/01/06 08:15:00	25.5219	25.5490	25.5150	25.5420	25.5170	25.5349	25.4970	25.4970
2017/01/06 08:00:00	25.5410	25.5540	25.5110	25.5219	25.5375	25.5496	25.5070	25.5170
2017/01/06 07:45:00	25.5530	25.5580	25.5400	25.5410	25.5500	25.5546	25.5360	25.5375
2017/01/06 07:30:00	25.5520	25.5620	25.5440	25.5530	25.5498	25.5594	25.5405	25.5500
2017/01/06 07:15:00	25.5340	25.5583	25.5320	25.5520	25.5300	25.5551	25.5290	25.5498
2017/01/06 07:00:00	25.5266	25.5390	25.5250	25.5340	25.5230	25.5364	25.5210	25.5300
2017/01/06 06:45:00	25.5110	25.5320	25.5110	25.5266	25.5070	25.5284	25.5070	25.5230
2017/01/06 06:30:00	25.5100	25.5150	25.5070	25.5110	25.5070	25.5120	25.5030	25.5070
2017/01/06 06:15:00	25.5120	25.5170	25.5060	25.5100	25.5090	25.5149	25.5030	25.5070
2017/01/06 06:00:00	25.4780	25.5120	25.4780	25.5120	25.4745	25.5090	25.4745	25.5090
2017/01/06 05:45:00	25.5030	25.5050	25.4749	25.4780	25.4993	25.5021	25.4710	25.4745
2017/01/06 05:30:00	25.5110	25.5173	25.4972	25.5030	25.5070	25.5140	25.4930	25.4993
2017/01/06 05:15:00	25.4910	25.5140	25.4910	25.5110	25.4860	25.5110	25.4860	25.5070
2017/01/06 05:00:00	25.4910	25.5050	25.4860	25.4910	25.4840	25.5010	25.4830	25.4860
2017/01/06 04:45:00	25.4830	25.5000	25.4810	25.4910	25.4820	25.4964	25.4780	25.4840
